"","unique_lt","annot_site_detected","alt_site_detected","riboseq_reads_detected"
"1105","b1116_1175427",FALSE,FALSE,TRUE
"1106","b1117_1176619",TRUE,FALSE,TRUE
"1107","b1118_1177320",FALSE,FALSE,TRUE
"1108","b1119_1178593",TRUE,FALSE,TRUE
"1109","b1120_1179631",TRUE,FALSE,TRUE
"1110","b1121_1181267",TRUE,TRUE,TRUE
"1111","b1122_1181725",TRUE,FALSE,TRUE
"1112","b1123_1182829",TRUE,FALSE,TRUE
"1113","b1124_1183620",TRUE,FALSE,TRUE
"1114","b1125_1184444",FALSE,FALSE,FALSE
"1115","b1126_1185594",FALSE,TRUE,TRUE
"1116","b1127_1185844",TRUE,TRUE,TRUE
"1117","b1128_1188240",TRUE,FALSE,TRUE
"1118","b1129_1189776",FALSE,FALSE,FALSE
"1119","b1130_1190447",TRUE,FALSE,TRUE
"1120","b1131_1191986",TRUE,FALSE,TRUE
"1121","b1132_1192631",TRUE,FALSE,TRUE
"1122","b1133_1193773",TRUE,FALSE,TRUE
"1123","b1134_1194288",TRUE,FALSE,TRUE
"1124","b1135_1194951",FALSE,FALSE,TRUE
"1125","b1136_1195123",TRUE,FALSE,TRUE
"1126","b1137_1197532",FALSE,TRUE,TRUE
"1127","b1138_1198237",TRUE,FALSE,TRUE
"1128","b1139_1198695",TRUE,FALSE,TRUE
"1129","b1140_1200806",FALSE,FALSE,TRUE
"1130","b1141_1201032",TRUE,TRUE,TRUE
"1131","b1143_1201497",TRUE,FALSE,TRUE
"1132","b1144_1202084",TRUE,FALSE,TRUE
"1133","b1145_1202933",FALSE,FALSE,TRUE
"1134","b1146_1203024",TRUE,FALSE,TRUE
"1135","b1147_1203268",TRUE,FALSE,TRUE
"1136","b1148_1203822",TRUE,FALSE,TRUE
"1137","b4692_1204170",TRUE,FALSE,TRUE
"1138","b4693_1204404",FALSE,FALSE,TRUE
"1139","b1150_1205549",TRUE,TRUE,TRUE
"1140","b1151_1205731",TRUE,FALSE,TRUE
"1141","b1152_1206143",FALSE,FALSE,FALSE
"1142","b1153_1206913",FALSE,FALSE,TRUE
"1143","b1154_1207501",TRUE,FALSE,TRUE
"1144","b1155_1208132",TRUE,FALSE,TRUE
"1145","b1156_1209119",TRUE,FALSE,TRUE
"1146","b1157_1209619",FALSE,TRUE,TRUE
"1147","b1158_1209685",TRUE,FALSE,TRUE
"1148","b1159_1210346",FALSE,TRUE,TRUE
"1149","b4519_1211413",FALSE,TRUE,TRUE
"1150","b1160_1212003",TRUE,TRUE,TRUE
"1151","b1161_1213107",TRUE,FALSE,TRUE
"1152","b1162_1214059",FALSE,TRUE,TRUE
"1153","b1163_1215475",FALSE,FALSE,FALSE
"1154","b1164_1215789",TRUE,FALSE,TRUE
"1155","b1165_1216068",TRUE,TRUE,TRUE
"1156","b1166_1216369",TRUE,FALSE,TRUE
"1157","b1167_1216748",TRUE,TRUE,TRUE
"1158","b1168_1217328",FALSE,FALSE,TRUE
"1159","b4520_1218983",TRUE,TRUE,TRUE
"1160","b4491_1219601",FALSE,FALSE,TRUE
"1161","b4491_1222174",FALSE,FALSE,TRUE
"1162","b1171_1222634",TRUE,FALSE,TRUE
"1163","b1172_1222988",TRUE,FALSE,TRUE
"1164","b4593_1223163",TRUE,FALSE,TRUE
"1165","b4594_1223264",TRUE,TRUE,TRUE
"1166","b4521_1223564",FALSE,FALSE,TRUE
"1167","b4521_1223671",FALSE,FALSE,TRUE
"1168","b1174_1224545",TRUE,FALSE,TRUE
"1169","b1175_1225361",TRUE,FALSE,TRUE
"1170","b1176_1226080",TRUE,FALSE,TRUE
"1171","b1177_1226600",TRUE,FALSE,TRUE
"1172","b1178_1227472",TRUE,FALSE,TRUE
"1173","b1179_1227714",TRUE,TRUE,TRUE
"1174","b1180_1228079",TRUE,FALSE,TRUE
"1175","b1181_1228815",TRUE,TRUE,TRUE
"1176","b1182_1230394",TRUE,FALSE,TRUE
"1177","b1183_1230767",TRUE,TRUE,TRUE
"1178","b1184_1231186",FALSE,TRUE,TRUE
"1179","b1185_1233030",TRUE,FALSE,TRUE
"1180","b1186_1234717",TRUE,TRUE,TRUE
"1181","b1187_1234938",TRUE,FALSE,TRUE
"1182","b1188_1237241",FALSE,TRUE,TRUE
"1183","b1189_1237571",TRUE,FALSE,TRUE
"1184","b1190_1238879",TRUE,FALSE,TRUE
"1185","b1191_1242071",TRUE,FALSE,TRUE
"1186","b1192_1243080",TRUE,FALSE,TRUE
"1187","b1193_1243180",TRUE,FALSE,TRUE
"1188","b1194_1244527",TRUE,TRUE,TRUE
"1189","b1195_1244728",TRUE,FALSE,TRUE
"1190","b1196_1245160",FALSE,FALSE,TRUE
"1191","b1197_1247376",TRUE,FALSE,TRUE
"1192","b1198_1249114",TRUE,FALSE,TRUE
"1193","b1199_1249757",TRUE,FALSE,TRUE
"1194","b1200_1250838",TRUE,FALSE,TRUE
"1195","b1201_1251066",TRUE,FALSE,TRUE
"1196","b1202_1255952",TRUE,TRUE,TRUE
"1197","b1203_1257812",TRUE,FALSE,TRUE
"1198","b1204_1258513",TRUE,FALSE,TRUE
"1199","b1205_1258791",TRUE,FALSE,TRUE
"1200","b1206_1260803",TRUE,TRUE,TRUE
"1201","b1207_1261875",FALSE,FALSE,TRUE
"1202","b1208_1262877",TRUE,TRUE,TRUE
"1203","b1209_1263500",FALSE,FALSE,TRUE
"1204","b1210_1263714",TRUE,FALSE,TRUE
"1205","b1211_1265012",TRUE,FALSE,TRUE
"1206","b1212_1266094",TRUE,FALSE,TRUE
"1207","b1213_1266924",FALSE,TRUE,TRUE
"1208","b1214_1267320",TRUE,TRUE,TRUE
"1209","b1215_1268165",TRUE,FALSE,TRUE
"1210","b4419_1269275",FALSE,FALSE,FALSE
"1211","b4421_1269810",FALSE,FALSE,FALSE
"1212","b4423_1270345",FALSE,FALSE,FALSE
"1213","b1216_1271849",TRUE,FALSE,TRUE
"1214","b1217_1272119",TRUE,FALSE,TRUE
"1215","b1218_1272507",TRUE,TRUE,TRUE
"1216","b1219_1273599",TRUE,FALSE,TRUE
"1217","b1220_1273784",FALSE,FALSE,FALSE
"1218","b1221_1275829",TRUE,FALSE,TRUE
"1219","b1222_1277618",TRUE,FALSE,TRUE
"1220","b1223_1277957",FALSE,TRUE,TRUE
"1221","b1224_1279864",TRUE,TRUE,TRUE
"1222","b1225_1283604",TRUE,FALSE,TRUE
"1223","b1226_1285139",FALSE,FALSE,TRUE
"1224","b1227_1285849",TRUE,FALSE,TRUE
"1225","b1229_1287176",FALSE,FALSE,FALSE
"1226","b1232_1288624",TRUE,FALSE,TRUE
"1227","b1233_1289132",TRUE,FALSE,TRUE
"1228","b1234_1289245",TRUE,TRUE,TRUE
"1229","b1235_1290242",TRUE,FALSE,TRUE
"1230","b1236_1291457",TRUE,FALSE,TRUE
"1231","b1237_1292922",TRUE,FALSE,TRUE
"1232","b1238_1293527",TRUE,FALSE,TRUE
"1233","b4573_1295322",FALSE,FALSE,TRUE
"1234","b4573_1295141",FALSE,FALSE,TRUE
"1235","b4573_1294992",FALSE,FALSE,TRUE
"1236","b1241_1298121",TRUE,FALSE,TRUE
"1237","b1242_1298598",TRUE,FALSE,TRUE
"1238","b1243_1301182",TRUE,TRUE,TRUE
"1239","b1244_1302899",TRUE,FALSE,TRUE
"1240","b1245_1303834",TRUE,FALSE,TRUE
"1241","b1246_1304754",TRUE,FALSE,TRUE
"1242","b1247_1305764",TRUE,FALSE,TRUE
"1243","b1248_1307150",TRUE,FALSE,TRUE
"1244","b1249_1308645",TRUE,TRUE,TRUE
"1245","b4595_1308788",TRUE,FALSE,TRUE
"1246","b1250_1310269",TRUE,FALSE,TRUE
"1247","b1251_1310865",TRUE,TRUE,TRUE
"1248","b1252_1311089",FALSE,FALSE,TRUE
"1249","b1253_1312246",FALSE,FALSE,TRUE
"1250","b1254_1312890",TRUE,FALSE,TRUE
"1251","b1255_1313663",TRUE,FALSE,TRUE
"1252","b1256_1314020",TRUE,FALSE,TRUE
"1253","b1257_1315224",TRUE,FALSE,TRUE
"1254","b1258_1315770",TRUE,TRUE,TRUE
"1255","b1259_1316035",TRUE,FALSE,TRUE
"1256","b1260_1317222",TRUE,FALSE,TRUE
"1257","b1261_1318415",TRUE,FALSE,TRUE
"1258","b1262_1319788",FALSE,FALSE,TRUE
"1259","b1263_1321384",TRUE,FALSE,TRUE
"1260","b1264_1322946",TRUE,FALSE,TRUE
"1261","b1265_1323082",TRUE,FALSE,TRUE
"1262","b1266_1323220",TRUE,TRUE,TRUE
"1263","b1267_1324098",TRUE,FALSE,TRUE
"1264","b1268_1324746",TRUE,FALSE,TRUE
"1265","b1269_1326852",TRUE,TRUE,TRUE
"1266","b1270_1328357",TRUE,FALSE,TRUE
"1267","b1271_1329112",TRUE,FALSE,TRUE
"1268","b1272_1329332",TRUE,TRUE,TRUE
"1269","b1273_1330668",TRUE,FALSE,TRUE
"1270","b1274_1331048",TRUE,FALSE,TRUE
"1271","b1275_1333855",TRUE,FALSE,TRUE
"1272","b4522_1335124",FALSE,TRUE,TRUE
"1273","b4523_1335291",FALSE,TRUE,TRUE
"1274","b1276_1335831",TRUE,FALSE,TRUE
"1275","b1277_1339160",TRUE,FALSE,TRUE
"1276","b1278_1339330",TRUE,FALSE,TRUE
"1277","b1279_1340243",TRUE,FALSE,TRUE
"1278","b1280_1340558",FALSE,FALSE,TRUE
"1279","b1281_1341921",TRUE,FALSE,TRUE
"1280","b1282_1342658",TRUE,FALSE,TRUE
"1281","b1283_1343328",TRUE,FALSE,TRUE
"1282","b1284_1344346",TRUE,FALSE,TRUE
"1283","b4596_1344609",FALSE,FALSE,FALSE
"1284","b1285_1346742",TRUE,FALSE,TRUE
"1285","b4672_1346796",FALSE,FALSE,TRUE
"1286","b1286_1348912",FALSE,FALSE,TRUE
"1287","b1287_1350107",FALSE,FALSE,TRUE
"1288","b1288_1351039",TRUE,FALSE,TRUE
"1289","b1289_1351760",FALSE,FALSE,TRUE
"1290","b1290_1352634",TRUE,FALSE,TRUE
"1291","b1291_1353628",FALSE,FALSE,FALSE
"1292","b1292_1354518",TRUE,FALSE,TRUE
"1293","b1293_1355470",FALSE,FALSE,FALSE
"1294","b1294_1357110",FALSE,FALSE,TRUE
"1295","b1295_1357668",FALSE,TRUE,TRUE
"1296","b1296_1359187",TRUE,TRUE,TRUE
"1297","b1297_1360908",TRUE,TRUE,TRUE
"1298","b1298_1361120",TRUE,TRUE,TRUE
"1299","b1299_1361911",TRUE,TRUE,TRUE
"1300","b1300_1362743",TRUE,FALSE,TRUE
"1301","b1301_1364232",TRUE,FALSE,TRUE
"1302","b1302_1365550",TRUE,FALSE,TRUE
"1303","b1303_1367912",TRUE,FALSE,TRUE
"1304","b1304_1368079",TRUE,FALSE,TRUE
"1305","b1305_1368801",TRUE,FALSE,TRUE
"1306","b1306_1369025",TRUE,FALSE,TRUE
"1307","b1307_1369393",TRUE,TRUE,TRUE
"1308","b1308_1369689",TRUE,FALSE,TRUE
"1309","b1309_1370216",FALSE,TRUE,TRUE
"1310","b1310_1371909",TRUE,TRUE,TRUE
"1311","b1311_1373222",TRUE,TRUE,TRUE
"1312","b1312_1374090",TRUE,FALSE,TRUE
"1313","b1313_1374963",TRUE,FALSE,TRUE
"1314","b1314_1376034",TRUE,FALSE,TRUE
"1315","b1315_1376832",FALSE,FALSE,FALSE
"1316","b1316_1377884",TRUE,FALSE,TRUE
"1317","b1317_1380148",TRUE,FALSE,TRUE
"1318","b4524_1380821",TRUE,FALSE,TRUE
"1319","b4524_1381777",FALSE,TRUE,TRUE
"1320","b1319_1381947",TRUE,FALSE,TRUE
"1321","b1320_1383961",FALSE,FALSE,FALSE
"1322","b1321_1384117",FALSE,FALSE,TRUE
"1323","b1322_1385511",TRUE,TRUE,TRUE
"1324","b1323_1386720",TRUE,FALSE,TRUE
"1325","b1324_1388811",TRUE,FALSE,TRUE
"1326","b1325_1388930",TRUE,FALSE,TRUE
"1327","b1326_1390598",FALSE,FALSE,TRUE
"1328","b4525_1390862",FALSE,FALSE,TRUE
"1329","b4673_1390933",TRUE,FALSE,TRUE
"1330","b1327_1391853",TRUE,FALSE,TRUE
"1331","b1328_1391991",TRUE,FALSE,TRUE
"1332","b1329_1393227",TRUE,FALSE,TRUE
"1333","b1330_1395922",TRUE,FALSE,TRUE
"1334","b1331_1396076",FALSE,FALSE,FALSE
"1335","b1332_1397365",TRUE,FALSE,TRUE
"1336","b1333_1398622",TRUE,FALSE,TRUE
"1337","b1334_1399526",TRUE,FALSE,TRUE
"1338","b1335_1400236",TRUE,FALSE,TRUE
"1339","b1336_1401773",TRUE,TRUE,TRUE
"1340","b1337_1403255",TRUE,FALSE,TRUE
"1341","b1338_1404565",TRUE,FALSE,TRUE
"1342","b1339_1404741",TRUE,FALSE,TRUE
"1343","b1340_1405979",TRUE,FALSE,TRUE
"1344","b1341_1407795",TRUE,FALSE,TRUE
"1345","b1342_1408050",TRUE,TRUE,TRUE
"1346","b1343_1409511",FALSE,FALSE,TRUE
"1347","b1344_1411948",TRUE,FALSE,TRUE
"1348","b1345_1413235",FALSE,TRUE,TRUE
"1349","b1346_1413452",FALSE,FALSE,TRUE
"1350","b1347_1413740",TRUE,FALSE,TRUE
"1351","b1348_1413927",TRUE,TRUE,TRUE
"1352","b1349_1414793",TRUE,TRUE,TRUE
"1353","b1350_1417386",TRUE,FALSE,TRUE
"1354","b1351_1417763",TRUE,FALSE,TRUE
"1355","b4526_1418008",FALSE,TRUE,TRUE
"1356","b1352_1418229",TRUE,FALSE,TRUE
"1357","b1353_1418671",FALSE,FALSE,TRUE
"1358","b4527_1419311",TRUE,FALSE,TRUE
"1359","b1355_1419456",TRUE,FALSE,TRUE
"1360","b1356_1420241",TRUE,TRUE,TRUE
"1361","b1357_1420365",TRUE,TRUE,TRUE
"1362","b1358_1420684",TRUE,FALSE,TRUE
"1363","b1359_1421119",FALSE,FALSE,TRUE
"1364","b1360_1421983",TRUE,FALSE,TRUE
"1365","b1361_1422701",FALSE,TRUE,TRUE
"1366","b1362_1423201",FALSE,FALSE,FALSE
"1367","b4528_1423400",FALSE,FALSE,FALSE
"1368","b1363_1423782",FALSE,FALSE,TRUE
"1369","b1365_1425377",FALSE,FALSE,TRUE
"1370","b1366_1425630",FALSE,FALSE,TRUE
"1371","b1368_1426454",FALSE,TRUE,TRUE
"1372","b4570_1427389",FALSE,TRUE,TRUE
"1373","b4570_1428796",FALSE,FALSE,TRUE
"1374","b1370_1428726",FALSE,TRUE,TRUE
"1375","b1372_1429049",FALSE,FALSE,TRUE
"1376","b1373_1432411",FALSE,FALSE,FALSE
"1377","b1374_1433674",FALSE,FALSE,FALSE
"1378","b1375_1434224",FALSE,FALSE,TRUE
"1379","b4638_1435008",TRUE,FALSE,TRUE
"1380","b1376_1435619",TRUE,FALSE,TRUE
"1381","b1377_1436893",TRUE,FALSE,TRUE
"1382","b1378_1440784",TRUE,FALSE,TRUE
"1383","b4529_1441058",TRUE,FALSE,TRUE
"1384","b1379_1441743",TRUE,FALSE,TRUE
"1385","b1380_1442843",FALSE,FALSE,TRUE
"1386","b1381_1443051",FALSE,FALSE,FALSE
"1387","b1382_1445687",TRUE,FALSE,TRUE
"1388","b1383_1445880",TRUE,TRUE,TRUE
"1389","b1384_1447283",TRUE,FALSE,TRUE
"1390","b1385_1447519",TRUE,TRUE,TRUE
"1391","b1386_1451349",TRUE,FALSE,TRUE
"1392","b1387_1453642",TRUE,FALSE,TRUE
"1393","b1388_1453927",TRUE,TRUE,TRUE
"1394","b1389_1454868",TRUE,FALSE,TRUE
"1395","b1390_1455164",TRUE,FALSE,TRUE
"1396","b1391_1455925",FALSE,TRUE,TRUE
"1397","b1392_1456430",TRUE,FALSE,TRUE
"1398","b1393_1457497",FALSE,FALSE,TRUE
"1399","b1394_1458264",TRUE,FALSE,TRUE
"1400","b1395_1459054",TRUE,FALSE,TRUE
"1401","b1396_1460471",TRUE,FALSE,TRUE
"1402","b1397_1460893",FALSE,TRUE,TRUE
"1403","b1398_1462125",FALSE,FALSE,TRUE
"1404","b1399_1463539",TRUE,FALSE,TRUE
"1405","b1400_1464471",TRUE,FALSE,TRUE
"1406","b4674_1465230",TRUE,TRUE,TRUE
"1407","b4492_1465392",TRUE,TRUE,TRUE
"1408","b4492_1469241",FALSE,TRUE,TRUE
"1409","b4492_1470517",FALSE,FALSE,TRUE
"1410","b1402_1468826",FALSE,FALSE,FALSE
"1411","b1403_1469149",FALSE,FALSE,FALSE
"1412","b1404_1469358",FALSE,FALSE,FALSE
"1413","b1406_1474221",TRUE,FALSE,TRUE
"1414","b1407_1475144",TRUE,FALSE,TRUE
"1415","b1408_1477621",FALSE,FALSE,TRUE
"1416","b1409_1478226",FALSE,FALSE,TRUE
"1417","b1410_1479138",TRUE,FALSE,TRUE
"1418","b1411_1480909",FALSE,FALSE,TRUE
"1419","b1412_1482860",TRUE,FALSE,TRUE
"1420","b1413_1483061",FALSE,TRUE,TRUE
"1421","b1414_1487235",TRUE,FALSE,TRUE
"1422","b1415_1488232",TRUE,FALSE,TRUE
"1423","b4493_1490713",TRUE,FALSE,TRUE
"1424","b4493_1489964",FALSE,FALSE,TRUE
"1425","b1418_1490902",TRUE,FALSE,TRUE
"1426","b1419_1491677",TRUE,FALSE,TRUE
"1427","b4428_1492071",FALSE,FALSE,TRUE
"1428","b1420_1492129",TRUE,FALSE,TRUE
"1429","b1421_1492470",TRUE,TRUE,TRUE
"1430","b1422_1495071",TRUE,FALSE,TRUE
"1431","b1423_1495288",TRUE,FALSE,TRUE
"1432","b1424_1496856",TRUE,FALSE,TRUE
"1433","b1426_1498651",TRUE,FALSE,TRUE
"1434","b1427_1498938",TRUE,FALSE,TRUE
"1435","b1428_1500449",TRUE,TRUE,TRUE
"1436","b1429_1500573",TRUE,FALSE,TRUE
"1437","b1430_1501562",TRUE,FALSE,TRUE
"1438","b1431_1502457",TRUE,FALSE,TRUE
"1439","b4578_1503649",FALSE,TRUE,TRUE
"1440","b1432_1503717",TRUE,FALSE,TRUE
"1441","b1433_1506080",FALSE,FALSE,TRUE
"1442","b1434_1506172",TRUE,TRUE,TRUE
"1443","b1435_1506781",FALSE,FALSE,TRUE
"1444","b1436_1509064",TRUE,FALSE,TRUE
"1445","b4532_1509286",FALSE,FALSE,TRUE
"1446","b1438_1509508",FALSE,FALSE,TRUE
"1447","b1439_1510003",TRUE,FALSE,TRUE
"1448","b1440_1511654",TRUE,FALSE,TRUE
"1449","b1441_1512817",FALSE,FALSE,FALSE
"1450","b1442_1513831",TRUE,TRUE,TRUE
"1451","b1443_1514762",FALSE,FALSE,TRUE
"1452","b1444_1515578",TRUE,FALSE,TRUE
"1453","b4598_1517194",TRUE,TRUE,TRUE
"1454","b1445_1517389",FALSE,TRUE,TRUE
"1455","b1446_1517648",TRUE,FALSE,TRUE
"1456","b1447_1518331",FALSE,TRUE,TRUE
"1457","b1448_1518846",TRUE,FALSE,TRUE
"1458","b1449_1519027",TRUE,FALSE,TRUE
"1459","b1450_1520262",TRUE,TRUE,TRUE
"1460","b1451_1523065",TRUE,FALSE,TRUE
"1461","b1452_1523307",TRUE,FALSE,TRUE
"1462","b1453_1525980",TRUE,FALSE,TRUE
"1463","b1454_1526247",TRUE,FALSE,TRUE
"1464","b1455_1526940",FALSE,TRUE,TRUE
"1465","b1456_1527902",FALSE,FALSE,TRUE
"1466","b1457_1529922",TRUE,FALSE,TRUE
"1467","b1459_1530586",TRUE,FALSE,TRUE
"1468","b1459_1531325",FALSE,TRUE,TRUE
"1469","b1460_1531816",FALSE,FALSE,TRUE
"1470","b1461_1533052",TRUE,FALSE,TRUE
"1471","b1462_1533851",TRUE,FALSE,TRUE
"1472","b1463_1534024",TRUE,FALSE,TRUE
"1473","b1464_1535858",FALSE,TRUE,TRUE
"1474","b1465_1536617",TRUE,FALSE,TRUE
"1475","b1466_1537309",TRUE,FALSE,TRUE
"1476","b1467_1538853",TRUE,TRUE,TRUE
"1477","b1468_1542590",TRUE,FALSE,TRUE
"1478","b1469_1544060",TRUE,FALSE,TRUE
"1479","b1471_1545714",FALSE,FALSE,TRUE
"1480","b1471_1544764",FALSE,FALSE,TRUE
"1481","b1472_1546028",TRUE,TRUE,TRUE
"1482","b1473_1547169",TRUE,FALSE,TRUE
"1483","b1474_1547401",TRUE,FALSE,TRUE
"1484","b1475_1550461",FALSE,FALSE,TRUE
"1485","b1476_1551338",FALSE,FALSE,TRUE
"1486","b1477_1552682",TRUE,FALSE,TRUE
"1487","b1478_1553838",TRUE,FALSE,TRUE
"1488","b1479_1555669",TRUE,FALSE,TRUE
"1489","b1480_1555963",TRUE,FALSE,TRUE
"1490","b1481_1556280",TRUE,FALSE,TRUE
"1491","b1482_1556625",TRUE,FALSE,TRUE
"1492","b1483_1558038",FALSE,FALSE,TRUE
"1493","b1484_1559017",TRUE,FALSE,TRUE
"1494","b1485_1559910",TRUE,TRUE,TRUE
"1495","b1486_1560929",TRUE,TRUE,TRUE
"1496","b1487_1562481",TRUE,FALSE,TRUE
"1497","b1488_1563076",TRUE,FALSE,TRUE
"1498","b1489_1565733",TRUE,FALSE,TRUE
"1499","b1490_1567140",TRUE,FALSE,TRUE
"1500","b1491_1568823",FALSE,TRUE,TRUE
"1501","b1492_1570489",TRUE,FALSE,TRUE
"1502","b1493_1572045",TRUE,FALSE,TRUE
"1503","b1494_1575202",TRUE,TRUE,TRUE
"1504","b1495_1577619",TRUE,FALSE,TRUE
"1505","b1496_1579342",FALSE,TRUE,TRUE
"1506","b1497_1580790",FALSE,FALSE,TRUE
"1507","b1498_1582524",TRUE,FALSE,TRUE
"1508","b1499_1583687",TRUE,FALSE,TRUE
"1509","b1500_1583959",FALSE,FALSE,FALSE
"1510","b1501_1586486",TRUE,FALSE,TRUE
"1511","b1502_1587734",FALSE,FALSE,TRUE
"1512","b1503_1588296",FALSE,TRUE,TRUE
"1513","b1504_1588839",TRUE,FALSE,TRUE
"1514","b1505_1590079",FALSE,TRUE,TRUE
"1515","b1506_1590536",TRUE,FALSE,TRUE
"1516","b1506_1590426",FALSE,TRUE,TRUE
"1517","b1507_1592176",FALSE,FALSE,TRUE
"1518","b1508_1592442",TRUE,FALSE,TRUE
"1519","b4696_1597987",FALSE,FALSE,TRUE
"1520","b4696_1594125",FALSE,TRUE,TRUE
"1521","b1511_1600209",TRUE,FALSE,TRUE
"1522","b1512_1601241",TRUE,TRUE,TRUE
"1523","b1513_1601490",FALSE,FALSE,TRUE
"1524","b1514_1603019",TRUE,FALSE,TRUE
"1525","b1515_1604047",TRUE,FALSE,TRUE
"1526","b1516_1605051",TRUE,FALSE,TRUE
"1527","b1517_1606100",TRUE,TRUE,TRUE
"1528","b1518_1606999",TRUE,FALSE,TRUE
"1529","b1519_1607346",TRUE,FALSE,TRUE
"1530","b1520_1609022",TRUE,FALSE,TRUE
"1531","b1521_1610680",TRUE,FALSE,TRUE
"1532","b1522_1611854",FALSE,FALSE,TRUE
"1533","b1523_1612325",TRUE,FALSE,TRUE
"1534","b1524_1613251",TRUE,TRUE,TRUE
"1535","b1525_1614703",TRUE,FALSE,TRUE
"1536","b1526_1614804",TRUE,FALSE,TRUE
"1537","b1527_1615763",FALSE,TRUE,TRUE
"1538","b1528_1617028",FALSE,FALSE,FALSE
"1539","b1529_1618908",TRUE,FALSE,TRUE
"1540","b1530_1619120",TRUE,FALSE,TRUE
"1541","b1531_1619574",TRUE,FALSE,TRUE
"1542","b1532_1619989",FALSE,FALSE,TRUE
"1543","b1533_1621137",TRUE,FALSE,TRUE
"1544","b1534_1621332",TRUE,FALSE,TRUE
"1545","b4599_1622646",TRUE,TRUE,TRUE
"1546","b1535_1623850",TRUE,FALSE,TRUE
"1547","b1536_1624497",TRUE,FALSE,TRUE
"1548","b1537_1624773",TRUE,TRUE,TRUE
"1549","b1538_1627380",TRUE,FALSE,TRUE
"1550","b1539_1627517",TRUE,FALSE,TRUE
"1551","b1540_1628352",TRUE,FALSE,TRUE
"1552","b1541_1629215",TRUE,FALSE,TRUE
"1553","b1542_1630913",TRUE,FALSE,TRUE
"1554","b4600_1652838",TRUE,TRUE,TRUE
"1555","b4600_1632285",FALSE,TRUE,TRUE
"1556","b1544_1633072",FALSE,FALSE,TRUE
"1557","b1545_1633622",FALSE,FALSE,FALSE
"1558","b1546_1634885",FALSE,FALSE,FALSE
"1559","b1547_1635847",FALSE,FALSE,TRUE
"1560","b1548_1636367",FALSE,FALSE,FALSE
"1561","b4533_1636756",FALSE,FALSE,TRUE
"1562","b1549_1637047",TRUE,FALSE,TRUE
"1563","b1550_1637782",TRUE,FALSE,TRUE
"1564","b1551_1638109",FALSE,TRUE,TRUE
"1565","b1552_1638667",TRUE,FALSE,TRUE
"1566","b1553_1639527",TRUE,FALSE,TRUE
"1567","b4689_1639334",TRUE,TRUE,TRUE
"1568","b1554_1640057",FALSE,TRUE,TRUE
"1569","b1555_1640365",TRUE,FALSE,TRUE
"1570","b1556_1640585",TRUE,TRUE,TRUE
"1571","b1557_1641554",TRUE,FALSE,TRUE
"1572","b1558_1641855",FALSE,FALSE,TRUE
"1573","b1559_1643241",TRUE,FALSE,TRUE
"1574","b1560_1644304",FALSE,TRUE,TRUE
"1575","b1561_1644902",TRUE,FALSE,TRUE
"1576","b1562_1645274",TRUE,FALSE,TRUE
"1577","b1563_1645633",TRUE,FALSE,TRUE
"1578","b1564_1645872",TRUE,FALSE,TRUE
"1579","b1565_1645897",FALSE,FALSE,TRUE
"1580","b1566_1646405",TRUE,FALSE,TRUE
"1581","b1567_1647356",FALSE,TRUE,TRUE
"1582","b1568_1647636",FALSE,FALSE,TRUE
"1583","b1569_1647850",TRUE,FALSE,TRUE
"1584","b1570_1647934",TRUE,TRUE,TRUE
"1585","b1571_1648508",TRUE,FALSE,TRUE
"1586","b1572_1648665",TRUE,FALSE,TRUE
"1587","b1573_1648823",TRUE,FALSE,TRUE
"1588","b1575_1649609",TRUE,FALSE,TRUE
"1589","b1576_1649794",TRUE,TRUE,TRUE
"1590","b1577_1650078",TRUE,FALSE,TRUE
"1591","b1578_1650845",FALSE,FALSE,TRUE
"1592","b1579_1651551",FALSE,TRUE,TRUE
"1593","b1580_1653915",TRUE,FALSE,TRUE
"1594","b1581_1655141",TRUE,FALSE,TRUE
"1595","b1582_1655673",TRUE,FALSE,TRUE
"1596","b1583_1655808",TRUE,TRUE,TRUE
"1597","b1584_1656184",TRUE,FALSE,TRUE
"1598","b1585_1657457",FALSE,TRUE,TRUE
"1599","b1586_1657565",TRUE,FALSE,TRUE
"1600","b1587_1658069",TRUE,FALSE,TRUE
"1601","b1588_1660556",FALSE,FALSE,TRUE
"1602","b1589_1662990",TRUE,FALSE,TRUE
"1603","b1590_1663609",TRUE,FALSE,TRUE
"1604","b1591_1664506",TRUE,FALSE,TRUE
"1605","b1592_1665315",TRUE,FALSE,TRUE
"1606","b1593_1667219",TRUE,FALSE,TRUE
"1607","b1594_1668564",TRUE,FALSE,TRUE
"1608","b1595_1669592",TRUE,TRUE,TRUE
"1609","b1596_1669699",TRUE,FALSE,TRUE
"1610","b1597_1671376",TRUE,FALSE,TRUE
"1611","b4601_1671777",FALSE,FALSE,TRUE
"1612","b1598_1671960",TRUE,FALSE,TRUE
"1613","b1599_1673149",TRUE,FALSE,TRUE
"1614","b1600_1673501",TRUE,FALSE,TRUE
"1615","b1601_1673913",TRUE,FALSE,TRUE
"1616","b1602_1676360",TRUE,FALSE,TRUE
"1617","b1603_1677903",TRUE,TRUE,TRUE
"1618","b1604_1678427",TRUE,FALSE,TRUE
"1619","b1605_1679557",TRUE,FALSE,TRUE
"1620","b1606_1680976",TRUE,FALSE,TRUE
"1621","b1607_1682030",TRUE,FALSE,TRUE
