name,TIS_type,min_DG,gene
seq_b2302,annotated,-3.60793,seq_b2302
seq_b2303,annotated,-3.60793,seq_b2303
seq_b2304,annotated,-6.856025,seq_b2304
seq_b2304_2,alternative,-2.833755,b2304
seq_b2304_23,alternative,-6.856025,b2304
seq_b2305,annotated,-6.548147,seq_b2305
seq_b2306,annotated,-0.359835,seq_b2306
seq_b2307,annotated,-4.68222,seq_b2307
seq_b2307_41,alternative,0,b2307
seq_b2308,annotated,-2.68108,seq_b2308
seq_b2309,annotated,-5.50463,seq_b2309
seq_b2310,annotated,-4.68222,seq_b2310
seq_b2311,annotated,-1.85867,seq_b2311
seq_b2312,annotated,-6.43178,seq_b2312
seq_b2313,annotated,-4.5947,seq_b2313
seq_b2314,annotated,-6.04734,seq_b2314
seq_b2315,annotated,-1.06957,seq_b2315
seq_b2316,annotated,-0.784380000000001,seq_b2316
seq_b2317,annotated,-0.784380000000001,seq_b2317
seq_b2318,annotated,-5.474525,seq_b2318
seq_b2319,annotated,-5.24147,seq_b2319
seq_b2320,annotated,-0.784380000000001,seq_b2320
seq_b2321,annotated,-2.68108,seq_b2321
seq_b2322,annotated,-5.24147,seq_b2322
seq_b2322_2,alternative,-0.832615000000001,b2322
seq_b2323,annotated,-3.60793,seq_b2323
seq_b2324,annotated,-0.359835,seq_b2324
seq_b2325,annotated,-6.43178,seq_b2325
seq_b2325_2,alternative,-0.247160000000001,b2325
seq_b2326,annotated,-4.730455,seq_b2326
seq_b2327,annotated,-2.70311,seq_b2327
seq_b2328,annotated,-0.806410000000001,seq_b2328
seq_b2329,annotated,-3.60793,seq_b2329
seq_b2329_33,alternative,-2.70311,b2329
seq_b2330,annotated,-12.41241,seq_b2330
seq_b2331,annotated,-0.359835,seq_b2331
seq_b2332,annotated,-0.359835,seq_b2332
seq_b2333,annotated,-7.076855,seq_b2333
seq_b2334,annotated,-8.08096,seq_b2334
seq_b2335,annotated,-0.784380000000001,seq_b2335
seq_b2336,annotated,-4.707225,seq_b2336
seq_b2339,annotated,-2.68108,seq_b2339
seq_b2340,annotated,-2.914135,seq_b2340
seq_b2341,annotated,-8.489565,seq_b2341
seq_b2341_3,alternative,-5.180155,b2341
seq_b2342,annotated,-6.639565,seq_b2342
seq_b2343,annotated,-6.43178,seq_b2343
seq_b2344,annotated,-3.60793,seq_b2344
seq_b2345,annotated,-3.095715,seq_b2345
seq_b2346,annotated,-3.60793,seq_b2346
seq_b2347,annotated,-0.359835,seq_b2347
seq_b2349,annotated,-1.06957,seq_b2349
seq_b2349_35,alternative,0,b2349
seq_b2350,annotated,0,seq_b2350
seq_b2351,annotated,-4.21907,seq_b2351
seq_b2352,annotated,-0.359835,seq_b2352
seq_b2353,annotated,0,seq_b2353
seq_b2354,annotated,-5.24147,seq_b2354
seq_b2355,annotated,-0.918485,seq_b2355
seq_b2355_104,alternative,-9.295435,b2355
seq_b2355_79,alternative,-1.126985,b2355
seq_b2356,annotated,-10.42939,seq_b2356
seq_b2356_80,alternative,0,b2356
seq_b2357,annotated,-2.68108,seq_b2357
seq_b2357_21,alternative,-6.08185,b2357
seq_b2357_88,alternative,-1.61228,b2357
seq_b2358,annotated,0,seq_b2358
seq_b2359,annotated,-6.04734,seq_b2359
seq_b2360,annotated,-5.50463,seq_b2360
seq_b2361,annotated,-7.95547,seq_b2361
seq_b2362,annotated,-3.60793,seq_b2362
seq_b2363,annotated,-6.856025,seq_b2363
seq_b2363_141,alternative,-2.70311,b2363
seq_b2364,annotated,-3.60793,seq_b2364
seq_b2365,annotated,-5.657605,seq_b2365
seq_b2365_9,alternative,-5.657605,b2365
seq_b2366,annotated,-0.359835,seq_b2366
seq_b2366_32,alternative,-2.70311,b2366
seq_b2367,annotated,-2.70311,seq_b2367
seq_b2368,annotated,-0.359835,seq_b2368
seq_b2368_138,alternative,-3.095715,b2368
seq_b2369,annotated,-4.75546,seq_b2369
seq_b2370,annotated,0,seq_b2370
seq_b2371,annotated,-0.784380000000001,seq_b2371
seq_b2372,annotated,-1.99672,seq_b2372
seq_b2373,annotated,-3.60793,seq_b2373
seq_b2374,annotated,-0.784380000000001,seq_b2374
seq_b2374_138,alternative,0,b2374
seq_b2375,annotated,-3.60793,seq_b2375
seq_b2376,annotated,-2.68108,seq_b2376
seq_b2376_96,alternative,0,b2376
seq_b2376_98,alternative,0,b2376
seq_b2377,annotated,-6.856025,seq_b2377
seq_b2378,annotated,-0.784380000000001,seq_b2378
seq_b2378_27,alternative,0,b2378
seq_b2379,annotated,-6.43178,seq_b2379
seq_b2380,annotated,-0.359835,seq_b2380
seq_b2381,annotated,-3.60793,seq_b2381
seq_b2381_67,alternative,-3.60823,b2381
seq_b2381_72,alternative,-3.60823,b2381
seq_b2382,annotated,-3.656465,seq_b2382
seq_b2382_2,alternative,-0.247160000000001,b2382
seq_b2383,annotated,-3.60793,seq_b2383
seq_b2384,annotated,-3.60793,seq_b2384
seq_b2385,annotated,-3.60823,seq_b2385
seq_b2386,annotated,-4.21907,seq_b2386
seq_b2387,annotated,-7.530775,seq_b2387
seq_b2388,annotated,-3.60793,seq_b2388
seq_b2388_8,alternative,-1.61228,b2388
seq_b2389,annotated,-4.707225,seq_b2389
seq_b2390,annotated,-3.60793,seq_b2390
seq_b2392,annotated,-3.60793,seq_b2392
seq_b2393,annotated,-5.24147,seq_b2393
seq_b2394,annotated,0,seq_b2394
seq_b2395,annotated,-1.883825,seq_b2395
seq_b2395_32,alternative,-7.95547,b2395
seq_b2398,annotated,-3.22379,seq_b2398
seq_b2398_26,alternative,-5.50463,b2398
seq_b2399,annotated,0,seq_b2399
seq_b2399_36,alternative,0,b2399
seq_b2400,annotated,-0.784380000000001,seq_b2400
seq_b2405,annotated,-5.24147,seq_b2405
seq_b2406,annotated,-3.60823,seq_b2406
seq_b2407,annotated,-2.68108,seq_b2407
seq_b2408,annotated,-4.75546,seq_b2408
seq_b2408_78,alternative,0,b2408
seq_b2408_79,alternative,0,b2408
seq_b2409,annotated,0,seq_b2409
seq_b2409_81,alternative,-3.60793,b2409
seq_b2409_82,alternative,-3.60793,b2409
seq_b2410,annotated,-5.24147,seq_b2410
seq_b2411,annotated,-0.806410000000001,seq_b2411
seq_b2412,annotated,-0.359835,seq_b2412
seq_b2413,annotated,-3.60793,seq_b2413
seq_b2414,annotated,-2.68108,seq_b2414
seq_b2415,annotated,-5.657605,seq_b2415
seq_b2416,annotated,-1.85867,seq_b2416
seq_b2417,annotated,-3.60793,seq_b2417
seq_b2418,annotated,-3.60793,seq_b2418
seq_b2419,annotated,-2.68108,seq_b2419
seq_b2419_147,alternative,-2.68108,b2419
seq_b2420,annotated,-6.856025,seq_b2420
seq_b2421,annotated,-2.70311,seq_b2421
seq_b2422,annotated,-9.679875,seq_b2422
seq_b2423,annotated,-3.52041,seq_b2423
seq_b2424,annotated,-2.833755,seq_b2424
seq_b2425,annotated,-1.85867,seq_b2425
seq_b2426,annotated,-3.60793,seq_b2426
seq_b2427,annotated,-3.60793,seq_b2427
seq_b2428,annotated,-0.784380000000001,seq_b2428
seq_b2429,annotated,-4.707225,seq_b2429
seq_b2430,annotated,-2.70311,seq_b2430
seq_b2430_11,alternative,-2.70311,b2430
seq_b2430_27,alternative,-1.126985,b2430
seq_b2431,annotated,-9.679875,seq_b2431
seq_b2432,annotated,-3.60823,seq_b2432
seq_b2433,annotated,-1.8807,seq_b2433
seq_b2434,annotated,-0.784380000000001,seq_b2434
seq_b2434_127,alternative,-2.70311,b2434
seq_b2435,annotated,-0.784380000000001,seq_b2435
seq_b2436,annotated,0,seq_b2436
seq_b2437,annotated,0,seq_b2437
seq_b2438,annotated,-6.856025,seq_b2438
seq_b2439,annotated,-6.856025,seq_b2439
seq_b2440,annotated,-3.60793,seq_b2440
seq_b2441,annotated,-5.943625,seq_b2441
seq_b2441_45,alternative,0,b2441
seq_b2441_62,alternative,0,b2441
seq_b2441_63,alternative,0,b2441
seq_b2442,annotated,-0.784380000000001,seq_b2442
seq_b2443,annotated,0,seq_b2443
seq_b2443_129,alternative,-3.60793,b2443
seq_b2443_130,alternative,-3.60793,b2443
seq_b2444,annotated,-0.832615000000001,seq_b2444
seq_b2445,annotated,-3.095715,seq_b2445
seq_b2446,annotated,-7.71539,seq_b2446
seq_b2446_3,alternative,0,b2446
seq_b2447,annotated,-5.24147,seq_b2447
seq_b2448,annotated,-8.752725,seq_b2448
seq_b2449,annotated,-6.856025,seq_b2449
seq_b2450,annotated,-3.60793,seq_b2450
seq_b2451,annotated,-6.856025,seq_b2451
seq_b2452,annotated,-4.638425,seq_b2452
seq_b2453,annotated,-8.429842,seq_b2453
seq_b2454,annotated,-4.59019,seq_b2454
seq_b2455,annotated,-0.784380000000001,seq_b2455
seq_b2456,annotated,-6.856025,seq_b2456
seq_b2457,annotated,-6.43178,seq_b2457
seq_b2458,annotated,-10.53924,seq_b2458
seq_b2458_2,alternative,-2.833755,b2458
seq_b2459,annotated,-1.126985,seq_b2459
seq_b2460,annotated,-9.679875,seq_b2460
seq_b2461,annotated,-3.60793,seq_b2461
seq_b2461_123,alternative,-5.41711,b2461
seq_b2461_138,alternative,-1.85867,b2461
seq_b2461_150,alternative,-0.247160000000001,b2461
seq_b2461_151,alternative,-0.247160000000001,b2461
seq_b2462,annotated,-0.784380000000001,seq_b2462
seq_b2463,annotated,-3.60823,seq_b2463
seq_b2464,annotated,-4.59019,seq_b2464
seq_b2465,annotated,-3.60793,seq_b2465
seq_b2466,annotated,-4.467295,seq_b2466
seq_b2467,annotated,-7.95547,seq_b2467
seq_b2468,annotated,-0.784380000000001,seq_b2468
seq_b2469,annotated,-7.95547,seq_b2469
seq_b2470,annotated,-3.60793,seq_b2470
seq_b2471,annotated,-2.68108,seq_b2471
seq_b2472,annotated,-3.60793,seq_b2472
seq_b2473,annotated,-4.59019,seq_b2473
seq_b2474,annotated,-2.833755,seq_b2474
seq_b2475,annotated,-3.60793,seq_b2475
seq_b2476,annotated,-4.59019,seq_b2476
seq_b2477,annotated,-3.60793,seq_b2477
seq_b2478,annotated,-5.50463,seq_b2478
seq_b2479,annotated,-4.707225,seq_b2479
seq_b2480,annotated,-5.24147,seq_b2480
seq_b2480_21,alternative,-5.24147,b2480
seq_b2481,annotated,-3.60793,seq_b2481
seq_b2482,annotated,-3.60793,seq_b2482
seq_b2483,annotated,-3.60823,seq_b2483
seq_b2484,annotated,-3.60793,seq_b2484
seq_b2484_.4,alternative,-1.85867,b2484
seq_b2485,annotated,-3.60793,seq_b2485
seq_b2486,annotated,-4.21907,seq_b2486
seq_b2487,annotated,-3.60793,seq_b2487
seq_b2488,annotated,-2.68108,seq_b2488
seq_b2488_82,alternative,-1.9320600000000001,b2488
seq_b2489,annotated,-8.72262,seq_b2489
seq_b2489_78,alternative,-2.70311,b2489
seq_b2490,annotated,-6.08185,seq_b2490
seq_b2491,annotated,-2.68108,seq_b2491
seq_b2491_23,alternative,-2.68108,b2491
seq_b2491_64,alternative,-4.707225,b2491
seq_b2492,annotated,-4.59019,seq_b2492
seq_b2493,annotated,-3.656465,seq_b2493
seq_b2493_23,alternative,-1.06957,b2493
seq_b2494,annotated,-2.68108,seq_b2494
seq_b2495,annotated,-3.60823,seq_b2495
seq_b2496,annotated,-3.60793,seq_b2496
seq_b2497,annotated,-5.50463,seq_b2497
seq_b2498,annotated,-3.60793,seq_b2498
seq_b2499,annotated,-7.181295,seq_b2499
seq_b2500,annotated,-3.52041,seq_b2500
seq_b2501,annotated,-3.60793,seq_b2501
seq_b2501_9,alternative,-3.60793,b2501
seq_b2502,annotated,0,seq_b2502
seq_b2503,annotated,-2.833755,seq_b2503
seq_b2504,annotated,-3.60823,seq_b2504
seq_b2505,annotated,-4.707225,seq_b2505
seq_b2506,annotated,-10.661835,seq_b2506
seq_b2507,annotated,-3.095715,seq_b2507
seq_b2508,annotated,-2.914135,seq_b2508
seq_b2509,annotated,0,seq_b2509
seq_b2510,annotated,-10.77887,seq_b2510
seq_b2510_102,alternative,-6.7566,b2510
seq_b2510_103,alternative,-6.7566,b2510
seq_b2511,annotated,-3.60793,seq_b2511
seq_b2512,annotated,-5.943625,seq_b2512
seq_b2513,annotated,-3.60823,seq_b2513
seq_b2514,annotated,-0.359835,seq_b2514
seq_b2515,annotated,-3.60793,seq_b2515
seq_b2516,annotated,0,seq_b2516
seq_b2517,annotated,-3.60793,seq_b2517
seq_b2517_59,alternative,0,b2517
seq_b2518,annotated,-3.60793,seq_b2518
seq_b2519,annotated,0,seq_b2519
seq_b2519_147,alternative,0,b2519
seq_b2520,annotated,-4.21907,seq_b2520
seq_b2521,annotated,-5.24147,seq_b2521
seq_b2521_128,alternative,-8.752725,b2521
seq_b2522,annotated,0,seq_b2522
seq_b2523,annotated,-2.68108,seq_b2523
seq_b2524,annotated,-3.60793,seq_b2524
seq_b2525,annotated,-5.41711,seq_b2525
seq_b2526,annotated,-2.70311,seq_b2526
seq_b2527,annotated,-0.359835,seq_b2527
seq_b2528,annotated,-3.60793,seq_b2528
seq_b2529,annotated,-3.60793,seq_b2529
seq_b2530,annotated,-3.60793,seq_b2530
seq_b2531,annotated,-3.60793,seq_b2531
seq_b2532,annotated,0,seq_b2532
seq_b2533,annotated,-1.883825,seq_b2533
seq_b2534,annotated,-3.60823,seq_b2534
seq_b2535,annotated,-3.60793,seq_b2535
seq_b2536,annotated,-9.19172,seq_b2536
seq_b2537,annotated,-5.657605,seq_b2537
seq_b2538,annotated,-2.68108,seq_b2538
seq_b2539,annotated,-6.856025,seq_b2539
seq_b2539_9,alternative,0,b2539
seq_b2540,annotated,-1.883825,seq_b2540
seq_b2541,annotated,-6.856025,seq_b2541
seq_b2542,annotated,-3.60823,seq_b2542
seq_b2543,annotated,-4.21907,seq_b2543
seq_b2544,annotated,-4.59019,seq_b2544
seq_b2545,annotated,-7.04262,seq_b2545
seq_b2546,annotated,-6.43178,seq_b2546
seq_b2547,annotated,-3.60793,seq_b2547
seq_b2548,annotated,-6.856025,seq_b2548
seq_b2549,annotated,-4.68222,seq_b2549
seq_b2550,annotated,-0.784380000000001,seq_b2550
seq_b2551,annotated,-3.60793,seq_b2551
seq_b2552,annotated,-3.60823,seq_b2552
seq_b2553,annotated,-4.707225,seq_b2553
seq_b2554,annotated,-3.60793,seq_b2554
seq_b2555,annotated,0,seq_b2555
seq_b2555_9,alternative,-2.729315,b2555
seq_b2556,annotated,-0.359835,seq_b2556
seq_b2557,annotated,-0.359835,seq_b2557
seq_b2558,annotated,-0.359835,seq_b2558
seq_b2558_150,alternative,-5.273165,b2558
seq_b2559,annotated,-3.60793,seq_b2559
seq_b2560,annotated,-7.41374,seq_b2560
seq_b2561,annotated,-6.43178,seq_b2561
seq_b2562,annotated,-0.359835,seq_b2562
seq_b2563,annotated,-2.70311,seq_b2563
seq_b2563_129,alternative,-0.247160000000001,b2563
seq_b2564,annotated,-5.50463,seq_b2564
seq_b2565,annotated,-0.359835,seq_b2565
seq_b2566,annotated,-5.24147,seq_b2566
seq_b2567,annotated,-0.806410000000001,seq_b2567
seq_b2568,annotated,-4.59019,seq_b2568
seq_b2569,annotated,0,seq_b2569
seq_b2570,annotated,-2.833755,seq_b2570
seq_b2571,annotated,-3.60823,seq_b2571
seq_b2572,annotated,-2.70311,seq_b2572
seq_b2573,annotated,-5.273165,seq_b2573
seq_b2574,annotated,-1.19807,seq_b2574
seq_b2574_38,alternative,0,b2574
seq_b2575,annotated,-0.784380000000001,seq_b2575
seq_b2576,annotated,-3.60793,seq_b2576
seq_b2577,annotated,-2.113087,seq_b2577
seq_b2577_6,alternative,0,b2577
seq_b2578,annotated,-6.04734,seq_b2578
seq_b2579,annotated,-6.856025,seq_b2579
seq_b2579_10,alternative,-5.273165,b2579
seq_b2580,annotated,-3.60793,seq_b2580
seq_b2581,annotated,-13.15768,seq_b2581
seq_b2582,annotated,-3.60793,seq_b2582
seq_b2582_126,alternative,-1.61228,b2582
seq_b2582_130,alternative,-3.60793,b2582
seq_b2583,annotated,0,seq_b2583
seq_b2584,annotated,-3.60793,seq_b2584
seq_b2585,annotated,-0.359835,seq_b2585
seq_b2586,annotated,-8.489565,seq_b2586
seq_b2587,annotated,-3.60793,seq_b2587
seq_b2592,annotated,-10.661835,seq_b2592
seq_b2593,annotated,-7.02862,seq_b2593
seq_b2593_11,alternative,-2.68108,b2593
seq_b2594,annotated,0,seq_b2594
seq_b2595,annotated,-6.43178,seq_b2595
seq_b2597,annotated,-3.60793,seq_b2597
seq_b2598,annotated,-3.60823,seq_b2598
seq_b2598_81,alternative,-6.856025,b2598
seq_b2599,annotated,-0.784380000000001,seq_b2599
seq_b2600,annotated,-3.60793,seq_b2600
seq_b2600_121,alternative,-2.914135,b2600
seq_b2601,annotated,-2.68108,seq_b2601
seq_b2602,annotated,-3.60793,seq_b2602
seq_b2603,annotated,-9.845145,seq_b2603
seq_b2604,annotated,-1.99672,seq_b2604
seq_b2605,annotated,-2.68108,seq_b2605
seq_b2606,annotated,-2.68108,seq_b2606
seq_b2606_52,alternative,0,b2606
seq_b2607,annotated,0,seq_b2607
seq_b2608,annotated,0,seq_b2608
seq_b2608_92,alternative,-1.8807,b2608
seq_b2609,annotated,-5.50463,seq_b2609
seq_b2610,annotated,-0.784380000000001,seq_b2610
seq_b2611,annotated,0,seq_b2611
seq_b2614,annotated,-3.60793,seq_b2614
seq_b2615,annotated,-2.68108,seq_b2615
seq_b2616,annotated,-3.60823,seq_b2616
seq_b2617,annotated,-4.707225,seq_b2617
seq_b2618,annotated,-3.60793,seq_b2618
seq_b2619,annotated,-2.68108,seq_b2619
seq_b2619_29,alternative,-1.06957,b2619
seq_b2619_43,alternative,-2.70311,b2619
seq_b2620,annotated,0,seq_b2620
seq_b2622,annotated,-3.60793,seq_b2622
seq_b2623,annotated,-0.918485,seq_b2623
seq_b2623_129,alternative,0,b2623
seq_b2623_96,alternative,-0.806410000000001,b2623
seq_b2624,annotated,-3.60793,seq_b2624
seq_b2625,annotated,-3.60793,seq_b2625
seq_b2626,annotated,-2.68108,seq_b2626
seq_b2627,annotated,-3.60793,seq_b2627
seq_b2627_23,alternative,-3.60793,b2627
seq_b2628,annotated,-1.06957,seq_b2628
seq_b2629,annotated,-7.655667,seq_b2629
seq_b2630,annotated,-2.729315,seq_b2630
seq_b2631,annotated,-2.68108,seq_b2631
seq_b2632,annotated,-7.41374,seq_b2632
seq_b2633,annotated,-7.41374,seq_b2633
seq_b2634,annotated,-5.24147,seq_b2634
seq_b2635,annotated,-10.928975,seq_b2635
seq_b2636,annotated,-3.656465,seq_b2636
seq_b2637,annotated,-3.60793,seq_b2637
seq_b2638,annotated,0,seq_b2638
seq_b2638_139,alternative,0,b2638
seq_b2641,annotated,0,seq_b2641
seq_b2642,annotated,-2.70311,seq_b2642
seq_b2642_4,alternative,-0.784380000000001,b2642
seq_b2642_40,alternative,0,b2642
seq_b2643,annotated,-3.60793,seq_b2643
seq_b2643_91,alternative,-0.784380000000001,b2643
seq_b2644,annotated,-2.68108,seq_b2644
seq_b2645,annotated,-3.60793,seq_b2645
seq_b2645_28,alternative,-0.359835,b2645
seq_b2646,annotated,-0.359835,seq_b2646
seq_b2647,annotated,-5.50463,seq_b2647
seq_b2647_11,alternative,-5.50463,b2647
seq_b2648,annotated,-0.247160000000001,seq_b2648
seq_b2650,annotated,-7.530775,seq_b2650
seq_b2659,annotated,-5.50463,seq_b2659
seq_b2660,annotated,-4.707225,seq_b2660
seq_b2661,annotated,-2.68108,seq_b2661
seq_b2661_7,alternative,0,b2661
seq_b2662,annotated,-5.24147,seq_b2662
seq_b2663,annotated,-5.50463,seq_b2663
seq_b2663_38,alternative,-4.467295,b2663
seq_b2664,annotated,-4.59019,seq_b2664
seq_b2664_101,alternative,-1.06957,b2664
seq_b2665,annotated,-3.60793,seq_b2665
seq_b2666,annotated,-4.638425,seq_b2666
seq_b2666_23,alternative,-4.638425,b2666
seq_b2667,annotated,0,seq_b2667
seq_b2668,annotated,-4.59019,seq_b2668
seq_b2668_96,alternative,0,b2668
seq_b2669,annotated,-0.784380000000001,seq_b2669
seq_b2670,annotated,-3.60793,seq_b2670
seq_b2671,annotated,-5.50463,seq_b2671
seq_b2671_105,alternative,-0.806410000000001,b2671
seq_b2672,annotated,-9.61209,seq_b2672
seq_b2672_2,alternative,-1.06957,b2672
seq_b2673,annotated,-1.99672,seq_b2673
seq_b2673_11,alternative,-1.99672,b2673
seq_b2674,annotated,0,seq_b2674
seq_b2675,annotated,-4.59019,seq_b2675
seq_b2676,annotated,-4.707225,seq_b2676
seq_b2677,annotated,-4.707225,seq_b2677
seq_b2677_11,alternative,-4.707225,b2677
seq_b2678,annotated,-6.08185,seq_b2678
seq_b2679,annotated,-4.707225,seq_b2679
seq_b2681,annotated,0,seq_b2681
seq_b2681_2,alternative,-3.60793,b2681
seq_b2681_32,alternative,0,b2681
seq_b2681_96,alternative,0,b2681
seq_b2682,annotated,0,seq_b2682
seq_b2683,annotated,-3.60793,seq_b2683
seq_b2684,annotated,-3.60793,seq_b2684
seq_b2685,annotated,-7.95547,seq_b2685
seq_b2686,annotated,-3.60793,seq_b2686
seq_b2687,annotated,-6.856025,seq_b2687
seq_b2688,annotated,-6.856025,seq_b2688
seq_b2689,annotated,-5.41711,seq_b2689
seq_b2690,annotated,-0.359835,seq_b2690
seq_b2696,annotated,-3.60793,seq_b2696
seq_b2697,annotated,-2.68108,seq_b2697
seq_b2698,annotated,-2.68108,seq_b2698
seq_b2699,annotated,-4.59019,seq_b2699
seq_b2700,annotated,-3.60793,seq_b2700
seq_b2701,annotated,-2.70311,seq_b2701
seq_b2701_32,alternative,0,b2701
seq_b2701_33,alternative,0,b2701
seq_b2702,annotated,-3.60793,seq_b2702
seq_b2703,annotated,-3.60793,seq_b2703
seq_b2704,annotated,-3.60793,seq_b2704
seq_b2705,annotated,-4.59019,seq_b2705
seq_b2706,annotated,-3.60823,seq_b2706
seq_b2707,annotated,-0.784380000000001,seq_b2707
seq_b2708,annotated,-3.60793,seq_b2708
seq_b2709,annotated,-3.60793,seq_b2709
seq_b2710,annotated,-3.60793,seq_b2710
seq_b2710_60,alternative,-1.8807,b2710
seq_b2711,annotated,-6.856025,seq_b2711
seq_b2712,annotated,-4.75546,seq_b2712
seq_b2713,annotated,-5.24147,seq_b2713
seq_b2714,annotated,-4.21907,seq_b2714
seq_b2714_8,alternative,-0.272315000000003,b2714
seq_b2715,annotated,-2.68108,seq_b2715
seq_b2715_24,alternative,-0.806410000000001,b2715
seq_b2716,annotated,-5.50463,seq_b2716
seq_b2717,annotated,-6.04734,seq_b2717
seq_b2717_2,alternative,-3.120075,b2717
seq_b2718,annotated,-3.60793,seq_b2718
seq_b2719,annotated,-3.60793,seq_b2719
seq_b2719_22,alternative,-3.60793,b2719
seq_b2720,annotated,-4.707225,seq_b2720
seq_b2720_88,alternative,-5.24147,b2720
seq_b2721,annotated,-0.359835,seq_b2721
seq_b2722,annotated,-6.04734,seq_b2722
seq_b2723,annotated,-9.56698,seq_b2723
seq_b2723_106,alternative,0,b2723
seq_b2724,annotated,-7.530775,seq_b2724
seq_b2724_25,alternative,-5.474525,b2724
seq_b2724_26,alternative,-5.474525,b2724
seq_b2725,annotated,-0.832615000000001,seq_b2725
seq_b2726,annotated,-6.856025,seq_b2726
seq_b2726_6,alternative,-1.9320600000000001,b2726
seq_b2727,annotated,-4.59019,seq_b2727
seq_b2728,annotated,-5.24147,seq_b2728
seq_b2729,annotated,-6.43178,seq_b2729
seq_b2730,annotated,-3.60793,seq_b2730
seq_b2731,annotated,-2.70311,seq_b2731
seq_b2731_56,alternative,-1.883825,b2731
seq_b2732,annotated,-12.86331,seq_b2732
seq_b2733,annotated,-1.06957,seq_b2733
seq_b2734,annotated,-1.85867,seq_b2734
seq_b2735,annotated,-3.60823,seq_b2735
seq_b2736,annotated,-3.60793,seq_b2736
seq_b2737,annotated,-3.60793,seq_b2737
seq_b2738,annotated,-0.359835,seq_b2738
seq_b2739,annotated,-4.59019,seq_b2739
seq_b2740,annotated,-1.85867,seq_b2740
seq_b2741,annotated,-3.60793,seq_b2741
seq_b2742,annotated,-9.61209,seq_b2742
seq_b2743,annotated,-4.638425,seq_b2743
seq_b2744,annotated,-0.784380000000001,seq_b2744
seq_b2745,annotated,-0.784380000000001,seq_b2745
seq_b2746,annotated,-3.60793,seq_b2746
seq_b2747,annotated,-4.75546,seq_b2747
seq_b2748,annotated,-6.08185,seq_b2748
seq_b2749,annotated,-2.68108,seq_b2749
seq_b2750,annotated,-9.61209,seq_b2750
seq_b2751,annotated,-3.724597,seq_b2751
seq_b2752,annotated,-3.60823,seq_b2752
seq_b2752_1,alternative,-3.60793,b2752
seq_b2753,annotated,-2.68108,seq_b2753
seq_b2753_136,alternative,-0.784380000000001,b2753
seq_b2754,annotated,-3.60793,seq_b2754
seq_b2755,annotated,-3.60793,seq_b2755
seq_b2755_78,alternative,0,b2755
seq_b2755_92,alternative,-1.8807,b2755
seq_b2756,annotated,-6.856025,seq_b2756
seq_b2756_2,alternative,-5.273165,b2756
seq_b2757,annotated,-3.60793,seq_b2757
seq_b2758,annotated,-3.60823,seq_b2758
seq_b2759,annotated,-7.930315,seq_b2759
seq_b2759_79,alternative,-2.70311,b2759
seq_b2759_9,alternative,-7.930315,b2759
seq_b2760,annotated,-3.60793,seq_b2760
seq_b2761,annotated,-6.856025,seq_b2761
seq_b2762,annotated,-7.530775,seq_b2762
seq_b2763,annotated,-0.359835,seq_b2763
seq_b2764,annotated,-2.70311,seq_b2764
seq_b2765,annotated,-0.359835,seq_b2765
seq_b2766,annotated,-4.467295,seq_b2766
seq_b2767,annotated,-4.59019,seq_b2767
seq_b2768,annotated,-2.68108,seq_b2768
seq_b2769,annotated,-2.68108,seq_b2769
seq_b2770,annotated,-6.856025,seq_b2770
seq_b2771,annotated,-3.724597,seq_b2771
seq_b2774,annotated,-5.24147,seq_b2774
seq_b2775,annotated,-4.75546,seq_b2775
seq_b2776,annotated,-3.60793,seq_b2776
seq_b2777,annotated,-0.359835,seq_b2777
seq_b2777_11,alternative,0,b2777
seq_b2778,annotated,-0.359835,seq_b2778
seq_b2779,annotated,-6.43178,seq_b2779
seq_b2779_101,alternative,-1.61228,b2779
seq_b2780,annotated,-0.784380000000001,seq_b2780
seq_b2780_117,alternative,0,b2780
seq_b2781,annotated,-2.68108,seq_b2781
seq_b2782,annotated,-3.60823,seq_b2782
seq_b2783,annotated,-6.43178,seq_b2783
seq_b2784,annotated,-5.50463,seq_b2784
seq_b2785,annotated,-0.359835,seq_b2785
seq_b2786,annotated,-1.99672,seq_b2786
seq_b2787,annotated,-2.68108,seq_b2787
seq_b2787_85,alternative,-5.180155,b2787
seq_b2788,annotated,-2.833755,seq_b2788
seq_b2789,annotated,-4.59019,seq_b2789
seq_b2789_7,alternative,0,b2789
seq_b2790,annotated,-3.60793,seq_b2790
seq_b2791,annotated,-1.06957,seq_b2791
seq_b2791_39,alternative,-2.70311,b2791
seq_b2792,annotated,-3.60793,seq_b2792
seq_b2792_94,alternative,-0.806410000000001,b2792
seq_b2793,annotated,-2.914135,seq_b2793
seq_b2794,annotated,-2.914135,seq_b2794
seq_b2795,annotated,-4.59019,seq_b2795
seq_b2795_26,alternative,0,b2795
seq_b2796,annotated,-3.60793,seq_b2796
seq_b2796_116,alternative,-1.8807,b2796
seq_b2797,annotated,0,seq_b2797
seq_b2798,annotated,-6.08185,seq_b2798
seq_b2799,annotated,-3.60793,seq_b2799
seq_b2800,annotated,-3.60793,seq_b2800
seq_b2801,annotated,-5.50463,seq_b2801
seq_b2801_64,alternative,-0.272315000000003,b2801
seq_b2802,annotated,-7.530775,seq_b2802
seq_b2802_11,alternative,0,b2802
seq_b2803,annotated,-3.60793,seq_b2803
