name,TIS_type,min_DG,locus_tag,new_TIS_type
seq_b2001_8,shuffled annotated,0,b2001,annotated + recovered in data
seq_b2001_9,shuffled annotated,-0.359835,b2001,annotated + recovered in data
seq_b2002,annotated,-6.04734,b2002,annotated but not recovered in data
seq_b2002_0,shuffled annotated,-0.655360000000002,b2002,annotated but not recovered in data
seq_b2002_1,shuffled annotated,-3.60793,b2002,annotated but not recovered in data
seq_b2002_2,shuffled annotated,-3.60793,b2002,annotated but not recovered in data
seq_b2002_3,shuffled annotated,-0.784380000000001,b2002,annotated but not recovered in data
seq_b2002_4,shuffled annotated,-3.60793,b2002,annotated but not recovered in data
seq_b2002_5,shuffled annotated,-4.59019,b2002,annotated but not recovered in data
seq_b2002_6,shuffled annotated,-0.784380000000001,b2002,annotated but not recovered in data
seq_b2002_7,shuffled annotated,-0.784380000000001,b2002,annotated but not recovered in data
seq_b2002_8,shuffled annotated,-6.04734,b2002,annotated but not recovered in data
seq_b2002_9,shuffled annotated,-3.60823,b2002,annotated but not recovered in data
seq_b2003,annotated,-3.60793,b2003,annotated but not recovered in data
seq_b2003_0,shuffled annotated,-2.914135,b2003,annotated but not recovered in data
seq_b2003_1,shuffled annotated,-0.655360000000002,b2003,annotated but not recovered in data
seq_b2003_2,shuffled annotated,-2.68108,b2003,annotated but not recovered in data
seq_b2003_3,shuffled annotated,-5.24147,b2003,annotated but not recovered in data
seq_b2003_4,shuffled annotated,-0.375775000000001,b2003,annotated but not recovered in data
seq_b2003_5,shuffled annotated,0,b2003,annotated but not recovered in data
seq_b2003_6,shuffled annotated,0,b2003,annotated but not recovered in data
seq_b2003_7,shuffled annotated,-1.06957,b2003,annotated but not recovered in data
seq_b2003_8,shuffled annotated,-1.9320600000000001,b2003,annotated but not recovered in data
seq_b2003_9,shuffled annotated,0,b2003,annotated but not recovered in data
seq_b2004,annotated,-2.68108,b2004,annotated + recovered in data
seq_b2004_0,shuffled annotated,-0.784380000000001,b2004,annotated + recovered in data
seq_b2004_1,shuffled annotated,-5.24147,b2004,annotated + recovered in data
seq_b2004_2,shuffled annotated,0,b2004,annotated + recovered in data
seq_b2004_3,shuffled annotated,-0.359835,b2004,annotated + recovered in data
seq_b2004_4,shuffled annotated,0,b2004,annotated + recovered in data
seq_b2004_5,shuffled annotated,0,b2004,annotated + recovered in data
seq_b2004_6,shuffled annotated,0,b2004,annotated + recovered in data
seq_b2004_7,shuffled annotated,0,b2004,annotated + recovered in data
seq_b2004_8,shuffled annotated,0,b2004,annotated + recovered in data
seq_b2004_9,shuffled annotated,0,b2004,annotated + recovered in data
seq_b2005,annotated,-3.60823,b2005,annotated + recovered in data
seq_b2005_0,shuffled annotated,0,b2005,annotated + recovered in data
seq_b2005_1,shuffled annotated,-0.784380000000001,b2005,annotated + recovered in data
seq_b2005_2,shuffled annotated,0,b2005,annotated + recovered in data
seq_b2005_3,shuffled annotated,-1.19807,b2005,annotated + recovered in data
seq_b2005_4,shuffled annotated,-0.784380000000001,b2005,annotated + recovered in data
seq_b2005_5,shuffled annotated,-0.784380000000001,b2005,annotated + recovered in data
seq_b2005_6,shuffled annotated,0,b2005,annotated + recovered in data
seq_b2005_7,shuffled annotated,-0.784380000000001,b2005,annotated + recovered in data
seq_b2005_8,shuffled annotated,-3.60793,b2005,annotated + recovered in data
seq_b2005_9,shuffled annotated,0,b2005,annotated + recovered in data
seq_b2006,annotated,-6.856025,b2006,annotated + recovered in data
seq_b2006_0,shuffled annotated,-6.856025,b2006,annotated + recovered in data
seq_b2006_1,shuffled annotated,0,b2006,annotated + recovered in data
seq_b2006_2,shuffled annotated,-0.784380000000001,b2006,annotated + recovered in data
seq_b2006_3,shuffled annotated,-1.883825,b2006,annotated + recovered in data
seq_b2006_4,shuffled annotated,-7.930315,b2006,annotated + recovered in data
seq_b2006_5,shuffled annotated,-1.99672,b2006,annotated + recovered in data
seq_b2006_6,shuffled annotated,-2.833755,b2006,annotated + recovered in data
seq_b2006_7,shuffled annotated,-3.724597,b2006,annotated + recovered in data
seq_b2006_8,shuffled annotated,-2.358197,b2006,annotated + recovered in data
seq_b2006_9,shuffled annotated,-1.8807,b2006,annotated + recovered in data
seq_b2007,annotated,-3.724597,b2007,annotated + recovered in data
seq_b2007_0,shuffled annotated,-3.724597,b2007,annotated + recovered in data
seq_b2007_1,shuffled annotated,-3.724597,b2007,annotated + recovered in data
seq_b2007_2,shuffled annotated,-3.724597,b2007,annotated + recovered in data
seq_b2007_3,shuffled annotated,0,b2007,annotated + recovered in data
seq_b2007_4,shuffled annotated,-3.724597,b2007,annotated + recovered in data
seq_b2007_5,shuffled annotated,-3.724597,b2007,annotated + recovered in data
seq_b2007_6,shuffled annotated,-3.724597,b2007,annotated + recovered in data
seq_b2007_7,shuffled annotated,-3.724597,b2007,annotated + recovered in data
seq_b2007_8,shuffled annotated,-3.724597,b2007,annotated + recovered in data
seq_b2007_9,shuffled annotated,-3.724597,b2007,annotated + recovered in data
seq_b2008,annotated,-3.60793,b2008,annotated but not recovered in data
seq_b2008_0,shuffled annotated,-2.68108,b2008,annotated but not recovered in data
seq_b2008_1,shuffled annotated,-0.806410000000001,b2008,annotated but not recovered in data
seq_b2008_2,shuffled annotated,-1.99672,b2008,annotated but not recovered in data
seq_b2008_3,shuffled annotated,-1.19807,b2008,annotated but not recovered in data
seq_b2008_4,shuffled annotated,-2.70311,b2008,annotated but not recovered in data
seq_b2008_5,shuffled annotated,-1.40657,b2008,annotated but not recovered in data
seq_b2008_6,shuffled annotated,0,b2008,annotated but not recovered in data
seq_b2008_7,shuffled annotated,-0.806410000000001,b2008,annotated but not recovered in data
seq_b2008_8,shuffled annotated,0,b2008,annotated but not recovered in data
seq_b2008_9,shuffled annotated,-0.359835,b2008,annotated but not recovered in data
seq_b2009,annotated,-8.489565,b2009,annotated + recovered in data
seq_b2009_0,shuffled annotated,0,b2009,annotated + recovered in data
seq_b2009_1,shuffled annotated,-1.9320600000000001,b2009,annotated + recovered in data
seq_b2009_2,shuffled annotated,-0.806410000000001,b2009,annotated + recovered in data
seq_b2009_3,shuffled annotated,-0.247160000000001,b2009,annotated + recovered in data
seq_b2009_4,shuffled annotated,-0.784380000000001,b2009,annotated + recovered in data
seq_b2009_5,shuffled annotated,-4.68222,b2009,annotated + recovered in data
seq_b2009_6,shuffled annotated,-0.784380000000001,b2009,annotated + recovered in data
seq_b2009_7,shuffled annotated,0,b2009,annotated + recovered in data
seq_b2009_8,shuffled annotated,-0.832615000000001,b2009,annotated + recovered in data
seq_b2009_9,shuffled annotated,-6.20621,b2009,annotated + recovered in data
seq_b2010,annotated,-4.68222,b2010,annotated but not recovered in data
seq_b2010_0,shuffled annotated,-3.60793,b2010,annotated but not recovered in data
seq_b2010_1,shuffled annotated,-0.806410000000001,b2010,annotated but not recovered in data
seq_b2010_2,shuffled annotated,-3.478875,b2010,annotated but not recovered in data
seq_b2010_3,shuffled annotated,-5.24147,b2010,annotated but not recovered in data
seq_b2010_4,shuffled annotated,-2.70311,b2010,annotated but not recovered in data
seq_b2010_5,shuffled annotated,-3.095715,b2010,annotated but not recovered in data
seq_b2010_6,shuffled annotated,-3.095715,b2010,annotated but not recovered in data
seq_b2010_7,shuffled annotated,-5.41711,b2010,annotated but not recovered in data
seq_b2010_8,shuffled annotated,-2.70311,b2010,annotated but not recovered in data
seq_b2010_9,shuffled annotated,0,b2010,annotated but not recovered in data
seq_b2011,annotated,-1.06957,b2011,annotated + recovered in data
seq_b2011_0,shuffled annotated,-6.43178,b2011,annotated + recovered in data
seq_b2011_1,shuffled annotated,0,b2011,annotated + recovered in data
seq_b2011_2,shuffled annotated,-1.99672,b2011,annotated + recovered in data
seq_b2011_3,shuffled annotated,-6.43178,b2011,annotated + recovered in data
seq_b2011_4,shuffled annotated,-3.60793,b2011,annotated + recovered in data
seq_b2011_5,shuffled annotated,-3.60823,b2011,annotated + recovered in data
seq_b2011_6,shuffled annotated,0,b2011,annotated + recovered in data
seq_b2011_7,shuffled annotated,-2.68108,b2011,annotated + recovered in data
seq_b2011_8,shuffled annotated,0,b2011,annotated + recovered in data
seq_b2011_9,shuffled annotated,-0.784380000000001,b2011,annotated + recovered in data
seq_b2012,annotated,-0.784380000000001,b2012,annotated + recovered in data
seq_b2012_0,shuffled alternative,-2.936165,b2012,alternative + annotated found
seq_b2012_0,shuffled annotated,-0.784380000000001,b2012,annotated + recovered in data
seq_b2012_1,shuffled alternative,-3.095715,b2012,alternative + annotated found
seq_b2012_1,shuffled annotated,-1.9320600000000001,b2012,annotated + recovered in data
seq_b2012_2,shuffled alternative,0,b2012,alternative + annotated found
seq_b2012_2,shuffled annotated,-1.85867,b2012,annotated + recovered in data
seq_b2012_23,alternative,-1.9320600000000001,b2012,alternative + annotated found
seq_b2012_3,shuffled alternative,-4.5947,b2012,alternative + annotated found
seq_b2012_3,shuffled annotated,-0.784380000000001,b2012,annotated + recovered in data
seq_b2012_4,shuffled alternative,-5.13192,b2012,alternative + annotated found
seq_b2012_4,shuffled annotated,-0.784380000000001,b2012,annotated + recovered in data
seq_b2012_5,shuffled alternative,-3.21575,b2012,alternative + annotated found
seq_b2012_5,shuffled annotated,-3.21575,b2012,annotated + recovered in data
seq_b2012_6,shuffled alternative,-2.68108,b2012,alternative + annotated found
seq_b2012_6,shuffled annotated,0,b2012,annotated + recovered in data
seq_b2012_7,shuffled alternative,-3.52041,b2012,alternative + annotated found
seq_b2012_7,shuffled annotated,-0.832615000000001,b2012,annotated + recovered in data
seq_b2012_8,shuffled alternative,-1.9320600000000001,b2012,alternative + annotated found
seq_b2012_8,shuffled annotated,-0.784380000000001,b2012,annotated + recovered in data
seq_b2012_9,shuffled alternative,-5.13192,b2012,alternative + annotated found
seq_b2012_9,shuffled annotated,-0.655360000000002,b2012,annotated + recovered in data
seq_b2013,annotated,-2.914135,b2013,annotated + recovered in data
seq_b2013_0,shuffled alternative,0,b2013,alternative + annotated found
seq_b2013_0,shuffled annotated,-0.918485,b2013,annotated + recovered in data
seq_b2013_1,shuffled alternative,-0.806410000000001,b2013,alternative + annotated found
seq_b2013_1,shuffled annotated,0,b2013,annotated + recovered in data
seq_b2013_2,shuffled alternative,-0.806410000000001,b2013,alternative + annotated found
seq_b2013_2,shuffled annotated,-0.918485,b2013,annotated + recovered in data
seq_b2013_24,alternative,-2.914135,b2013,alternative + annotated found
seq_b2013_3,shuffled alternative,-0.918485,b2013,alternative + annotated found
seq_b2013_3,shuffled annotated,-0.918485,b2013,annotated + recovered in data
seq_b2013_4,shuffled alternative,0,b2013,alternative + annotated found
seq_b2013_4,shuffled annotated,0,b2013,annotated + recovered in data
seq_b2013_5,shuffled alternative,-0.918485,b2013,alternative + annotated found
seq_b2013_5,shuffled annotated,-2.914135,b2013,annotated + recovered in data
seq_b2013_6,shuffled alternative,-0.806410000000001,b2013,alternative + annotated found
seq_b2013_6,shuffled annotated,0,b2013,annotated + recovered in data
seq_b2013_7,shuffled alternative,-0.806410000000001,b2013,alternative + annotated found
seq_b2013_7,shuffled annotated,-0.806410000000001,b2013,annotated + recovered in data
seq_b2013_8,shuffled alternative,0,b2013,alternative + annotated found
seq_b2013_8,shuffled annotated,-0.918485,b2013,annotated + recovered in data
seq_b2013_9,shuffled alternative,-0.918485,b2013,alternative + annotated found
seq_b2013_9,shuffled annotated,0,b2013,annotated + recovered in data
seq_b2014,annotated,-3.60793,b2014,annotated but not recovered in data
seq_b2014_0,shuffled alternative,-3.478875,b2014,alternative but no annotated found
seq_b2014_0,shuffled annotated,-0.375775000000001,b2014,annotated but not recovered in data
seq_b2014_1,shuffled alternative,-3.095715,b2014,alternative but no annotated found
seq_b2014_1,shuffled annotated,-0.359835,b2014,annotated but not recovered in data
seq_b2014_105,alternative,-1.8807,b2014,alternative but no annotated found
seq_b2014_2,shuffled alternative,-4.467295,b2014,alternative but no annotated found
seq_b2014_2,shuffled annotated,-3.60793,b2014,annotated but not recovered in data
seq_b2014_3,shuffled alternative,-4.467295,b2014,alternative but no annotated found
seq_b2014_3,shuffled annotated,-3.60793,b2014,annotated but not recovered in data
seq_b2014_4,shuffled alternative,-0.272315000000003,b2014,alternative but no annotated found
seq_b2014_4,shuffled annotated,-0.655360000000002,b2014,annotated but not recovered in data
seq_b2014_5,shuffled alternative,-2.729315,b2014,alternative but no annotated found
seq_b2014_5,shuffled annotated,-5.50463,b2014,annotated but not recovered in data
seq_b2014_6,shuffled alternative,-1.8807,b2014,alternative but no annotated found
seq_b2014_6,shuffled annotated,-2.68108,b2014,annotated but not recovered in data
seq_b2014_7,shuffled alternative,-1.9320600000000001,b2014,alternative but no annotated found
seq_b2014_7,shuffled annotated,-0.272315000000003,b2014,annotated but not recovered in data
seq_b2014_8,shuffled alternative,-2.936165,b2014,alternative but no annotated found
seq_b2014_8,shuffled annotated,-0.359835,b2014,annotated but not recovered in data
seq_b2014_9,shuffled alternative,-1.8807,b2014,alternative but no annotated found
seq_b2014_9,shuffled annotated,0,b2014,annotated but not recovered in data
seq_b2015,annotated,-6.08185,b2015,annotated + recovered in data
seq_b2015_0,shuffled alternative,-1.8807,b2015,alternative + annotated found
seq_b2015_0,shuffled annotated,-0.272315000000003,b2015,annotated + recovered in data
seq_b2015_1,shuffled alternative,-0.832615000000001,b2015,alternative + annotated found
seq_b2015_1,shuffled annotated,-1.9320600000000001,b2015,annotated + recovered in data
seq_b2015_2,alternative,-7.97855,b2015,alternative + annotated found
seq_b2015_2,shuffled alternative,0,b2015,alternative + annotated found
seq_b2015_2,shuffled annotated,-2.833755,b2015,annotated + recovered in data
seq_b2015_3,shuffled alternative,-1.8807,b2015,alternative + annotated found
seq_b2015_3,shuffled annotated,-7.181295,b2015,annotated + recovered in data
seq_b2015_4,shuffled alternative,-0.806410000000001,b2015,alternative + annotated found
seq_b2015_4,shuffled annotated,-3.52041,b2015,annotated + recovered in data
seq_b2015_5,shuffled alternative,0,b2015,alternative + annotated found
seq_b2015_5,shuffled annotated,-1.8807,b2015,annotated + recovered in data
seq_b2015_6,shuffled alternative,-6.08185,b2015,alternative + annotated found
seq_b2015_6,shuffled annotated,0,b2015,annotated + recovered in data
seq_b2015_7,shuffled alternative,-2.833755,b2015,alternative + annotated found
seq_b2015_7,shuffled annotated,-0.272315000000003,b2015,annotated + recovered in data
seq_b2015_8,shuffled alternative,-0.832615000000001,b2015,alternative + annotated found
seq_b2015_8,shuffled annotated,-6.08185,b2015,annotated + recovered in data
seq_b2015_9,shuffled alternative,-4.730455,b2015,alternative + annotated found
seq_b2015_9,shuffled annotated,-6.18426,b2015,annotated + recovered in data
seq_b2016,annotated,-3.60793,b2016,annotated + recovered in data
seq_b2016_0,shuffled annotated,-2.70311,b2016,annotated + recovered in data
seq_b2016_1,shuffled annotated,-3.656465,b2016,annotated + recovered in data
seq_b2016_2,shuffled annotated,-0.784380000000001,b2016,annotated + recovered in data
seq_b2016_3,shuffled annotated,-4.638425,b2016,annotated + recovered in data
seq_b2016_4,shuffled annotated,-4.75546,b2016,annotated + recovered in data
seq_b2016_5,shuffled annotated,-1.06957,b2016,annotated + recovered in data
seq_b2016_6,shuffled annotated,-9.679875,b2016,annotated + recovered in data
seq_b2016_7,shuffled annotated,-5.273165,b2016,annotated + recovered in data
seq_b2016_8,shuffled annotated,-0.806410000000001,b2016,annotated + recovered in data
seq_b2016_9,shuffled annotated,-6.548147,b2016,annotated + recovered in data
seq_b2017,annotated,-6.04734,b2017,annotated + recovered in data
seq_b2017_0,shuffled annotated,-2.70311,b2017,annotated + recovered in data
seq_b2017_1,shuffled annotated,-2.70311,b2017,annotated + recovered in data
seq_b2017_2,shuffled annotated,-1.883825,b2017,annotated + recovered in data
seq_b2017_3,shuffled annotated,-0.359835,b2017,annotated + recovered in data
seq_b2017_4,shuffled annotated,-1.06957,b2017,annotated + recovered in data
seq_b2017_5,shuffled annotated,-7.02862,b2017,annotated + recovered in data
seq_b2017_6,shuffled annotated,-1.883825,b2017,annotated + recovered in data
seq_b2017_7,shuffled annotated,0,b2017,annotated + recovered in data
seq_b2017_8,shuffled annotated,0,b2017,annotated + recovered in data
seq_b2017_9,shuffled annotated,-3.60793,b2017,annotated + recovered in data
seq_b2018,annotated,-0.359835,b2018,annotated but not recovered in data
seq_b2018_0,shuffled annotated,-0.359835,b2018,annotated but not recovered in data
seq_b2018_1,shuffled annotated,0,b2018,annotated but not recovered in data
seq_b2018_2,shuffled annotated,0,b2018,annotated but not recovered in data
seq_b2018_3,shuffled annotated,0,b2018,annotated but not recovered in data
seq_b2018_4,shuffled annotated,-0.359835,b2018,annotated but not recovered in data
seq_b2018_5,shuffled annotated,0,b2018,annotated but not recovered in data
seq_b2018_6,shuffled annotated,-0.359835,b2018,annotated but not recovered in data
seq_b2018_7,shuffled annotated,0,b2018,annotated but not recovered in data
seq_b2018_8,shuffled annotated,0,b2018,annotated but not recovered in data
seq_b2018_9,shuffled annotated,0,b2018,annotated but not recovered in data
seq_b2019,annotated,-7.530775,b2019,annotated + recovered in data
seq_b2019_0,shuffled annotated,-3.60823,b2019,annotated + recovered in data
seq_b2019_1,shuffled annotated,-0.655360000000002,b2019,annotated + recovered in data
seq_b2019_2,shuffled annotated,-0.359835,b2019,annotated + recovered in data
seq_b2019_3,shuffled annotated,-3.60793,b2019,annotated + recovered in data
seq_b2019_4,shuffled annotated,-6.856025,b2019,annotated + recovered in data
seq_b2019_5,shuffled annotated,-3.60823,b2019,annotated + recovered in data
seq_b2019_6,shuffled annotated,-3.60823,b2019,annotated + recovered in data
seq_b2019_7,shuffled annotated,0,b2019,annotated + recovered in data
seq_b2019_8,shuffled annotated,-3.120075,b2019,annotated + recovered in data
seq_b2019_9,shuffled annotated,-3.656465,b2019,annotated + recovered in data
seq_b2020,annotated,-5.24147,b2020,annotated + recovered in data
seq_b2020_0,shuffled annotated,-5.24147,b2020,annotated + recovered in data
seq_b2020_1,shuffled annotated,-0.806410000000001,b2020,annotated + recovered in data
seq_b2020_2,shuffled annotated,-5.24147,b2020,annotated + recovered in data
seq_b2020_3,shuffled annotated,-0.784380000000001,b2020,annotated + recovered in data
seq_b2020_4,shuffled annotated,-6.43178,b2020,annotated + recovered in data
seq_b2020_5,shuffled annotated,-1.61228,b2020,annotated + recovered in data
seq_b2020_6,shuffled annotated,-0.359835,b2020,annotated + recovered in data
seq_b2020_7,shuffled annotated,-0.359835,b2020,annotated + recovered in data
seq_b2020_8,shuffled annotated,0,b2020,annotated + recovered in data
seq_b2020_9,shuffled annotated,-5.50463,b2020,annotated + recovered in data
seq_b2021,annotated,-3.60793,b2021,annotated + recovered in data
seq_b2021_0,shuffled annotated,-0.359835,b2021,annotated + recovered in data
seq_b2021_1,shuffled annotated,-1.883825,b2021,annotated + recovered in data
seq_b2021_2,shuffled annotated,-0.784380000000001,b2021,annotated + recovered in data
seq_b2021_3,shuffled annotated,-1.61228,b2021,annotated + recovered in data
seq_b2021_4,shuffled annotated,0,b2021,annotated + recovered in data
seq_b2021_5,shuffled annotated,0,b2021,annotated + recovered in data
seq_b2021_6,shuffled annotated,-1.06957,b2021,annotated + recovered in data
seq_b2021_7,shuffled annotated,-1.883825,b2021,annotated + recovered in data
seq_b2021_8,shuffled annotated,-1.06957,b2021,annotated + recovered in data
seq_b2021_9,shuffled annotated,-1.19807,b2021,annotated + recovered in data
seq_b2022,annotated,-3.60793,b2022,annotated + recovered in data
seq_b2022_0,shuffled alternative,-3.60793,b2022,alternative + annotated found
seq_b2022_0,shuffled annotated,-3.52041,b2022,annotated + recovered in data
seq_b2022_1,shuffled alternative,0,b2022,alternative + annotated found
seq_b2022_1,shuffled annotated,-0.806410000000001,b2022,annotated + recovered in data
seq_b2022_11,alternative,-3.60793,b2022,alternative + annotated found
seq_b2022_2,shuffled alternative,-0.359835,b2022,alternative + annotated found
seq_b2022_2,shuffled annotated,-1.99672,b2022,annotated + recovered in data
seq_b2022_3,shuffled alternative,-2.70311,b2022,alternative + annotated found
seq_b2022_3,shuffled annotated,-5.13192,b2022,annotated + recovered in data
seq_b2022_4,shuffled alternative,0,b2022,alternative + annotated found
seq_b2022_4,shuffled annotated,-1.9320600000000001,b2022,annotated + recovered in data
seq_b2022_5,shuffled alternative,-1.40657,b2022,alternative + annotated found
seq_b2022_5,shuffled annotated,-1.883825,b2022,annotated + recovered in data
seq_b2022_6,shuffled alternative,-0.272315000000003,b2022,alternative + annotated found
seq_b2022_6,shuffled annotated,0,b2022,annotated + recovered in data
seq_b2022_7,shuffled alternative,-0.655360000000002,b2022,alternative + annotated found
seq_b2022_7,shuffled annotated,-0.784380000000001,b2022,annotated + recovered in data
seq_b2022_8,shuffled alternative,-1.06957,b2022,alternative + annotated found
seq_b2022_8,shuffled annotated,-0.784380000000001,b2022,annotated + recovered in data
seq_b2022_9,shuffled alternative,-0.784380000000001,b2022,alternative + annotated found
seq_b2022_9,shuffled annotated,0,b2022,annotated + recovered in data
seq_b2023,annotated,-4.59019,b2023,annotated + recovered in data
seq_b2023_0,shuffled annotated,-3.60793,b2023,annotated + recovered in data
seq_b2023_1,shuffled annotated,-3.52041,b2023,annotated + recovered in data
seq_b2023_2,shuffled annotated,0,b2023,annotated + recovered in data
seq_b2023_3,shuffled annotated,-0.272315000000003,b2023,annotated + recovered in data
seq_b2023_4,shuffled annotated,-2.70311,b2023,annotated + recovered in data
seq_b2023_5,shuffled annotated,-1.9320600000000001,b2023,annotated + recovered in data
seq_b2023_6,shuffled annotated,-4.59019,b2023,annotated + recovered in data
seq_b2023_7,shuffled annotated,-2.914135,b2023,annotated + recovered in data
seq_b2023_8,shuffled annotated,0,b2023,annotated + recovered in data
seq_b2023_9,shuffled annotated,-3.60793,b2023,annotated + recovered in data
seq_b2024,annotated,-5.24147,b2024,annotated + recovered in data
seq_b2024_0,shuffled annotated,-0.272315000000003,b2024,annotated + recovered in data
seq_b2024_1,shuffled annotated,-0.272315000000003,b2024,annotated + recovered in data
seq_b2024_2,shuffled annotated,-2.936165,b2024,annotated + recovered in data
seq_b2024_3,shuffled annotated,-2.70311,b2024,annotated + recovered in data
seq_b2024_4,shuffled annotated,-0.272315000000003,b2024,annotated + recovered in data
seq_b2024_5,shuffled annotated,0,b2024,annotated + recovered in data
seq_b2024_6,shuffled annotated,-0.359835,b2024,annotated + recovered in data
seq_b2024_7,shuffled annotated,-2.70311,b2024,annotated + recovered in data
seq_b2024_8,shuffled annotated,-3.52041,b2024,annotated + recovered in data
seq_b2024_9,shuffled annotated,-2.70311,b2024,annotated + recovered in data
seq_b2025,annotated,-6.856025,b2025,annotated + recovered in data
seq_b2025_0,shuffled annotated,-1.06957,b2025,annotated + recovered in data
seq_b2025_1,shuffled annotated,-4.68222,b2025,annotated + recovered in data
seq_b2025_2,shuffled annotated,-1.9320600000000001,b2025,annotated + recovered in data
seq_b2025_3,shuffled annotated,-0.247160000000001,b2025,annotated + recovered in data
seq_b2025_4,shuffled annotated,-3.60793,b2025,annotated + recovered in data
seq_b2025_5,shuffled annotated,-4.707225,b2025,annotated + recovered in data
seq_b2025_6,shuffled annotated,-1.85867,b2025,annotated + recovered in data
seq_b2025_7,shuffled annotated,-1.06957,b2025,annotated + recovered in data
seq_b2025_8,shuffled annotated,-3.60793,b2025,annotated + recovered in data
seq_b2025_9,shuffled annotated,-2.68108,b2025,annotated + recovered in data
seq_b2026,annotated,-7.95547,b2026,annotated + recovered in data
seq_b2026_0,shuffled alternative,-10.063382,b2026,Unknown
seq_b2026_0,shuffled annotated,-4.730455,b2026,annotated + recovered in data
seq_b2026_1,shuffled alternative,-5.13192,b2026,Unknown
seq_b2026_1,shuffled annotated,-3.724597,b2026,annotated + recovered in data
seq_b2026_2,shuffled alternative,-1.85867,b2026,Unknown
seq_b2026_2,shuffled annotated,-3.60823,b2026,annotated + recovered in data
seq_b2026_3,shuffled alternative,-1.126985,b2026,Unknown
seq_b2026_3,shuffled annotated,-4.59019,b2026,annotated + recovered in data
seq_b2026_4,shuffled alternative,-8.489565,b2026,Unknown
seq_b2026_4,shuffled annotated,-2.729315,b2026,annotated + recovered in data
seq_b2026_5,shuffled alternative,-2.729315,b2026,Unknown
seq_b2026_5,shuffled annotated,-6.04734,b2026,annotated + recovered in data
seq_b2026_6,shuffled alternative,-0.272315000000003,b2026,Unknown
seq_b2026_6,shuffled annotated,-4.75546,b2026,annotated + recovered in data
seq_b2026_7,alternative,-1.85867,b2026,Unknown
seq_b2026_7,shuffled alternative,-7.15614,b2026,Unknown
seq_b2026_7,shuffled annotated,-6.26844500000001,b2026,annotated + recovered in data
seq_b2026_8,shuffled alternative,-8.792805,b2026,Unknown
seq_b2026_8,shuffled annotated,-6.7566,b2026,annotated + recovered in data
seq_b2026_9,shuffled alternative,-2.833755,b2026,Unknown
seq_b2026_9,shuffled annotated,-7.04262,b2026,annotated + recovered in data
seq_b2027,annotated,-1.85867,b2027,annotated but not recovered in data
seq_b2027_0,shuffled annotated,-4.21907,b2027,annotated but not recovered in data
seq_b2027_1,shuffled annotated,-0.784380000000001,b2027,annotated but not recovered in data
seq_b2027_2,shuffled annotated,-0.784380000000001,b2027,annotated but not recovered in data
seq_b2027_3,shuffled annotated,-1.85867,b2027,annotated but not recovered in data
seq_b2027_4,shuffled annotated,-0.806410000000001,b2027,annotated but not recovered in data
seq_b2027_5,shuffled annotated,-0.375775000000001,b2027,annotated but not recovered in data
seq_b2027_6,shuffled annotated,-1.06957,b2027,annotated but not recovered in data
seq_b2027_7,shuffled annotated,-2.70311,b2027,annotated but not recovered in data
seq_b2027_8,shuffled annotated,0,b2027,annotated but not recovered in data
seq_b2027_9,shuffled annotated,0,b2027,annotated but not recovered in data
seq_b2028,annotated,-0.359835,b2028,annotated + recovered in data
seq_b2028_0,shuffled annotated,-0.359835,b2028,annotated + recovered in data
seq_b2028_1,shuffled annotated,0,b2028,annotated + recovered in data
seq_b2028_2,shuffled annotated,-0.359835,b2028,annotated + recovered in data
seq_b2028_3,shuffled annotated,0,b2028,annotated + recovered in data
seq_b2028_4,shuffled annotated,0,b2028,annotated + recovered in data
seq_b2028_5,shuffled annotated,-0.359835,b2028,annotated + recovered in data
seq_b2028_6,shuffled annotated,-0.359835,b2028,annotated + recovered in data
seq_b2028_7,shuffled annotated,0,b2028,annotated + recovered in data
seq_b2028_8,shuffled annotated,-1.883825,b2028,annotated + recovered in data
seq_b2028_9,shuffled annotated,0,b2028,annotated + recovered in data
seq_b2029,annotated,-4.59019,b2029,annotated + recovered in data
seq_b2029_0,shuffled annotated,0,b2029,annotated + recovered in data
seq_b2029_1,shuffled annotated,0,b2029,annotated + recovered in data
seq_b2029_2,shuffled annotated,0,b2029,annotated + recovered in data
seq_b2029_3,shuffled annotated,-0.806410000000001,b2029,annotated + recovered in data
seq_b2029_4,shuffled annotated,-0.359835,b2029,annotated + recovered in data
seq_b2029_5,shuffled annotated,-1.883825,b2029,annotated + recovered in data
seq_b2029_6,shuffled annotated,-2.68108,b2029,annotated + recovered in data
seq_b2029_7,shuffled annotated,-1.883825,b2029,annotated + recovered in data
seq_b2029_8,shuffled annotated,-8.360545,b2029,annotated + recovered in data
seq_b2029_9,shuffled annotated,-3.60793,b2029,annotated + recovered in data
seq_b2030,annotated,0,b2030,annotated but not recovered in data
seq_b2030_0,shuffled annotated,0,b2030,annotated but not recovered in data
seq_b2030_1,shuffled annotated,-0.359835,b2030,annotated but not recovered in data
seq_b2030_2,shuffled annotated,0,b2030,annotated but not recovered in data
seq_b2030_3,shuffled annotated,0,b2030,annotated but not recovered in data
seq_b2030_4,shuffled annotated,0,b2030,annotated but not recovered in data
seq_b2030_5,shuffled annotated,0,b2030,annotated but not recovered in data
seq_b2030_6,shuffled annotated,0,b2030,annotated but not recovered in data
seq_b2030_7,shuffled annotated,0,b2030,annotated but not recovered in data
