locus_tag	gene	start_position	strand	peak_R1	peak_R2	peak_R3	peak_R4	peak_R5
b2168	fruK	2262365	-1	19.7471	13.8073	31.1521	25.0793	26.0957
b2169	fruB	2263495	-1	20.2317	30.8163	21.8277	21.8189	19.4299
b2170	setB	2263863	1	-	-	-	-	-
b4502	yeiW	2265295	-1	-	-	-	-	-
b2171	yeiP	2265450	1	-	6.00317	8.90061	5.64283	6.3821
b2172	yeiQ	2266245	1	7.39002	9.80518	8.26485	8.27615	8.08399
b2173	yeiR	2267829	1	7.63231	7.2038	7.52313	9.78091	9.78589
b2174	lpxT	2268854	1	95.3433	89.7474	55.8407	52.0394	52.475
b2175	mepS	2269979	1	52.9416	70.3371	42.5958	41.6316	39.1435
b2176	rtn	2270726	1	-	-	-	-	-
b2177	yejA	2272364	1	52.2147	42.9227	34.3309	34.9856	31.2014
b2178	yejB	2274179	1	-	-	-	-	-
b2179	yejE	2275273	1	-	-	-	-	-
b2180	yejF	2276300	1	-	-	-	-	-
b2181	yejG	2278237	-1	7.0265699999999995	7.0037	5.72182	6.39521	-
b2182	bcr	2279760	-1	-	-	5.72182	5.39204	5.2475
b2183	rsuA	2280483	-1	-	-	-	-	-
b2184	yejH	2280632	1	-	6.20328	-	6.7714	5.67298
b2185	rplY	2282517	1	38.1616	76.4404	65.9069	80.8806	82.9673
b2186	yejK	2283947	-1	248.35299999999998	235.524	360.26300000000003	223.205	251.597
b2187	yejL	2284129	1	-	-	-	-	-
b2188	yejM	2284376	1	-	-	-	-	-
b2190	yejO	2290180	-1	44.0978	48.3255	17.8012	23.9507	40.5618
b2190	yejO	2288914	-1	-	-	-	-	-
b2192	insH1	2290081	-1	-	-	-	-	-
b2193	narP	2290500	1	5.69395	6.40338	-	5.517440000000001	-
b2194	ccmH	2292410	-1	20.9586	18.1096	19.3906	8.90313	8.65129
b2195	dsbE	2292964	-1	5.69395	5.70301	-	6.144419999999999	7.23305
b2196	ccmF	2294904	-1	-	-	-	-	-
b2197	ccmE	2295380	-1	-	6.40338	5.827780000000001	7.2729800000000004	-
b2198	ccmD	2295586	-1	-	-	-	-	-
b2199	ccmC	2296320	-1	10.9033	14.6077	8.15889	11.2857	11.6296
b2200	ccmB	2297024	-1	-	-	-	-	-
b2201	ccmA	2297644	-1	-	-	-	-	-
b2202	napC	2298259	-1	-	5.3028	-	-	5.2475
b2203	napB	2298718	-1	57.4241	49.9264	63.2579	55.4251	54.4606
b2204	napH	2299578	-1	7.7534600000000005	7.10375	18.0131	6.39521	6.09845
b2205	napG	2300260	-1	-	-	-	-	-
b2206	napA	2302753	-1	-	7.403910000000001	5.61586	8.52695	5.2475
b2207	napD	2303013	-1	30.5292	24.9132	29.7746	23.5745	22.9756
b2208	napF	2303497	-1	-	-	-	5.76823	5.9566300000000005
b2209	eco	2303905	1	65.541	90.5478	58.0659	79.125	61.5518
b2210	mqo	2306754	-1	47.6111	44.0232	63.2579	76.2409	47.653
b2211	yojI	2308615	-1	-	8.40444	-	8.15076	8.65129
b2212	alkB	2309341	-1	179.42	136.77200000000002	172.926	97.5583	108.921
b2213	ada	2310405	-1	-	5.10269	-	-	-
b2214	apbE	2311534	-1	-	-	-	-	-
b2215	ompC	2312749	-1	34.8906	36.6193	20.5562	35.3617	39.7108
b2216	rcsD	2313488	1	-	-	-	-	-
b2217	rcsB	2316177	1	21.5643	23.2123	23.9469	19.6872	17.8699
b2218	rcsC	2319876	-1	-	-	-	-	-
b2219	atoS	2320043	1	15.1435	10.1053	7.41717	8.15076	8.36764
b2220	atoC	2321866	1	-	-	-	-	-
b2221	atoD	2323447	1	143.076	227.82	213.615	216.685	262.517
b2222	atoA	2324109	1	454.54699999999997	573.503	456.474	520.269	573.964
b2223	atoE	2324756	1	-	-	-	-	-
b2224	atoB	2326109	1	63.4815	127.26700000000001	102.039	151.47899999999998	128.77700000000002
b2225	yfaP	2328143	-1	42.5229	26.514	19.7085	11.2857	19.0045
b2226	yfaQ	2329797	-1	9.328380000000001	13.9073	11.7615	18.9348	18.579
b4500	yfaS	2334402	-1	82.5017	92.0486	116.76700000000001	130.914	114.169
b2229	yfaT	2334959	-1	-	-	-	-	-
b2230	yfaA	2336644	-1	21.0797	19.6104	12.0794	13.7936	28.6485
b2231	gyrA	2339420	-1	40.2211	47.425	35.1786	38.622	34.4633
b2232	ubiG	2339567	1	24.9565	30.6162	37.2978	46.6474	38.1508
b2233	yfaL	2344169	-1	18.1722	23.7125	11.1258	17.1793	17.1608
b2234	nrdA	2344865	1	23.0181	30.4161	13.033	21.3174	14.0406
b2235	nrdB	2347384	1	14.9012	12.3065	11.7615	10.9095	11.4878
b2236	yfaE	2348514	1	-	-	-	-	-
b2237	inaA	2349472	-1	-	-	-	-	-
b2238	yfaH	2349651	1	-	-	-	-	-
b2239	glpQ	2351011	-1	112.546	147.778	174.727	190.101	146.363
b2240	glpT	2352374	-1	65.0564	91.7485	70.9929	100.944	78.4289
b2241	glpA	2352647	1	-	5.6029599999999995	-	5.517440000000001	6.09845
b2242	glpB	2354265	1	22.2912	22.6119	35.2845	21.9443	21.5573
b2243	glpC	2355521	1	52.9416	56.6299	54.5692	56.6791	33.0451
b2244	yfaD	2356904	1	-	-	-	-	-
b4543	ypaA	2357804	1	7.63231	6.20328	10.2781	6.52061	10.6368
b2245	rhmA	2358845	-1	78.6249	97.7516	45.1388	79.3758	89.3494
b2246	rhmT	2360152	-1	-	-	-	-	-
b2247	rhmD	2361414	-1	6.4208300000000005	7.30386	-	6.019019999999999	8.36764
b2248	rhmR	2362211	-1	-	-	-	-	-
b2249	yfaY	2363633	-1	167.063	301.759	229.085	378.44599999999997	419.94199999999995
b2250	yfaZ	2364275	-1	9.57068	8.30439	10.8079	9.53012	8.93494
b2251	nudI	2364554	1	-	-	-	-	-
b2252	ais	2365620	-1	28.1063	25.4134	29.2448	26.3332	21.9828
b2253	arnB	2365928	1	131.203	196.304	152.05200000000002	179.94400000000002	216.424
b2254	arnC	2367071	1	6.29969	7.30386	6.1456599999999995	6.7714	7.23305
b2255	arnA	2368039	1	5.3305	8.60454	10.384	8.40155	8.22582
b2256	arnD	2370018	1	15.2646	13.307	9.32444	7.77457	9.927710000000001
b2257	arnT	2370908	1	-	-	-	-	-
b4544	arnE	2372557	1	-	-	-	-	-
b2258	arnF	2372892	1	-	-	6.1456599999999995	-	-
b2259	pmrD	2373538	-1	37.9193	40.7215	43.4434	46.522	52.3332
b2260	menE	2375003	-1	-	-	-	-	-
b2261	menC	2375962	-1	-	-	-	-	-
b2262	menB	2376819	-1	-	-	-	-	-
b2263	menH	2377592	-1	-	-	-	-	-
b2264	menD	2379259	-1	-	-	-	-	-
b2265	menF	2380643	-1	-	-	-	-	-
b2266	elaB	2381027	-1	811.085	679.559	711.413	499.202	587.153
b2267	elaA	2381543	-1	217.945	220.717	201.111	206.27700000000002	255.142
b2268	rbn	2381608	1	-	-	-	-	-
b2269	elaD	2382713	1	-	-	-	-	-
b2270	yfbK	2385722	-1	-	-	-	-	-
b2271	yfbL	2385860	1	-	-	-	-	-
b2272	yfbM	2386934	1	236.602	170.99	204.29	133.798	137.286
b2273	yfbN	2388426	-1	279.367	238.12599999999998	283.548	281.515	262.659
b2274	yfbO	2388635	1	5.3305	12.1064	-	9.655510000000001	11.345999999999998
b2275	yfbP	2389116	1	-	-	-	-	-
b2276	nuoN	2391505	-1	-	5.10269	-	-	-
b2277	nuoM	2393041	-1	125.994	118.963	138.38299999999998	105.08200000000001	90.484
b2278	nuoL	2395046	-1	94.4953	124.066	107.54899999999999	120.882	126.93299999999999
b2279	nuoK	2395345	-1	-	-	-	-	-
b2280	nuoJ	2395896	-1	384.281	284.45	340.44800000000004	255.683	317.545
b2281	nuoI	2396450	-1	-	-	-	-	-
b2282	nuoH	2397442	-1	36.2232	43.623000000000005	54.4632	32.2268	27.3721
b2283	nuoG	2400165	-1	33.8002	38.0201	33.3773	35.9887	32.0523
b2284	nuoF	2401555	-1	-	-	-	-	-
b2285	nuoE	2402052	-1	-	-	-	-	-
b2286	nuoC	2403845	-1	-	-	-	-	-
b2287	nuoB	2404613	-1	20.8374	22.811999999999998	26.4899	25.0793	23.401
b2288	nuoA	2405072	-1	5.8151	6.703539999999999	-	-	7.23305
b2289	lrhA	2406641	-1	7.14772	8.7046	-	8.40155	10.7787
b2290	alaA	2407561	1	-	-	-	-	-
b2291	yfbR	2408862	1	-	-	-	-	-
b2292	yfbS	2411352	-1	89.5282	115.661	96.2113	123.891	135.584
b2293	yfbT	2412089	-1	-	-	-	-	-
b2294	yfbU	2412594	-1	167.426	211.312	140.608	173.548	178.13099999999997
b2295	yfbV	2413132	-1	231.392	182.696	189.88	175.429	206.638
b2296	ackA	2413470	1	9.449530000000001	17.5092	8.37081	17.1793	20.2809
b2297	pta	2414747	1	6.4208300000000005	6.30333	-	5.517440000000001	8.50947
b2298	yfcC	2417081	1	13.4474	9.304910000000001	9.53636	9.53012	8.93494
b2299	yfcD	2419176	-1	-	5.9031199999999995	-	-	5.8148
b2300	yfcE	2419788	-1	28.9543	33.5177	48.1057	41.6316	41.8382
b2301	yfcF	2420485	-1	-	-	-	-	-
b2302	yfcG	2420621	1	-	-	-	-	-
b2303	folX	2421325	1	49.5495	37.7199	29.9866	25.4554	33.4706
b2304	yfcH	2421708	1	-	-	-	-	-
b2305	yfcI	2423539	-1	16.7184	19.3102	28.820999999999998	24.4523	19.0045
b2306	hisP	2424509	-1	-	-	-	7.77457	5.8148
b2307	hisM	2425233	-1	9.086089999999999	14.3076	11.4436	15.0476	13.1897
b2308	hisQ	2425916	-1	-	-	-	-	-
b2309	hisJ	2426788	-1	26.4102	26.1138	21.5098	22.4459	22.2664
b2310	argT	2427791	-1	61.0585	70.5373	66.7545	80.5044	77.7198
b2311	ubiX	2428626	-1	-	-	-	-	-
b2312	purF	2430238	-1	69.9023	36.6193	60.397	31.0983	40.9873
b2313	cvpA	2430763	-1	-	-	-	-	-
b2314	dedD	2431684	-1	110.60799999999999	107.45700000000001	129.906	115.23899999999999	123.81299999999999
b2315	folC	2432942	-1	-	-	-	-	-
b2316	accD	2433926	-1	18.1722	16.1085	16.9535	20.0634	16.4516
b2317	dedA	2434741	-1	5.45165	8.9047	-	5.14125	-
b2318	truA	2435636	-1	-	-	-	-	-
b2319	usg	2436649	-1	35.7386	35.919000000000004	58.3837	38.1205	33.0451
b2320	pdxB	2437851	-1	10.5399	7.804119999999999	-	6.7714	-
b2321	flk	2437950	1	-	-	-	-	-
b2322	yfcJ	2440120	-1	-	-	-	-	-
b2323	fabB	2441605	-1	47.7322	66.7352	68.4499	87.5266	65.8065
b2324	mnmC	2441764	1	-	-	-	-	-
b2325	yfcL	2444169	-1	59.6047	48.0254	57.9599	50.1585	43.5401
b2326	epmC	2444751	-1	170.81799999999998	161.785	206.515	174.928	154.305
b2327	yfcA	2445560	-1	10.4187	6.40338	-	5.01585	5.38933
b2328	mepA	2446384	-1	-	7.70407	-	10.1571	-
b2329	aroC	2447473	-1	18.8991	24.9132	12.9271	24.9539	30.9177
b2330	prmB	2448440	-1	107.095	80.1423	139.231	78.4981	83.5346
b2331	smrB	2448606	1	29.9235	46.2244	32.4236	39.1236	46.8021
b2332	yfcO	2450049	-1	31.135	15.0079	8.05293	7.2729800000000004	8.36764
b2333	yfcP	2450590	-1	128.659	174.292	205.668	170.66400000000002	196.285
b2334	yfcQ	2451075	-1	-	-	-	-	-
b2335	yfcR	2451584	-1	5.08821	-	-	-	-
b2336	yfcS	2452336	-1	57.5452	80.3424	59.6552	78.9996	79.5635
b4661	yfcU	2455001	-1	-	-	-	-	-
b2339	yfcV	2455646	-1	6.90543	5.9031199999999995	-	-	6.80757
b2340	sixA	2456812	-1	-	-	-	-	-
b2341	fadJ	2459159	-1	-	-	-	-	-
b2342	fadI	2460469	-1	18.4145	14.3076	15.3641	12.665	20.1391
b2343	yfcZ	2460934	-1	41.3114	35.2186	50.5427	44.8919	44.391000000000005
b2344	fadL	2461306	1	7.8746100000000006	9.50502	-	8.52695	7.5167
b2345	yfdF	2463012	1	6.29969	-	-	-	-
b2346	mlaA	2465007	-1	27.2583	35.2186	69.7214	45.0173	41.1291
b2347	yfdC	2465301	1	9.086089999999999	14.5077	12.0794	19.4364	14.8916
b2349	intS	2466545	1	-	-	-	-	-
b2350	gtrA	2467855	1	-	-	-	-	-
b2351	gtrB	2468214	1	111.456	89.2471	105.11200000000001	65.7076	72.1886
b2352	gtrS	2469131	1	32.1042	44.8237	29.2448	32.4776	42.2637
b2353	tfaS	2470815	1	-	-	-	-	-
b2354	yfdK	2471517	-1	13.084000000000001	19.4103	25.3243	21.0666	19.1463
b2355	yfdL	2472122	-1	-	-	-	-	-
b2356	yfdM	2472387	-1	29.0755	16.3086	17.8012	11.0349	15.317
b2357	yfdN	2472881	-1	-	-	-	-	-
b2358	oweS	2473585	-1	-	-	-	-	-
b2359	yfdP	2473604	1	8.72264	13.9073	7.946969999999999	15.4237	16.0262
b2360	yfdQ	2474032	1	13.4474	12.3065	-	6.39521	7.09122
b2361	yfdR	2474984	1	158.09799999999998	95.8506	77.4565	47.0236	88.9239
b2362	yfdS	2475511	1	19.3837	35.8189	30.1985	38.8728	40.1363
b2363	yfdT	2475873	1	10.5399	6.90365	9.21848	7.39838	-
b4545	ypdJ	2476181	1	9.81297	14.0074	13.139000000000001	16.3015	8.65129
b4501	torI	2476310	1	-	-	-	-	-
b2364	dsdC	2477629	-1	12.8417	17.6093	19.2846	21.0666	19.0045
b2365	dsdX	2477847	1	15.2646	6.30333	9.53636	6.646	7.23305
b2366	dsdA	2479202	1	6.541980000000001	12.8068	9.4304	18.4332	18.1535
b2367	emrY	2482176	-1	12.7205	13.0069	7.311210000000001	9.40472	11.0623
b2368	emrK	2483339	-1	77.898	81.7432	66.4367	72.3536	88.6403
b2369	evgA	2483755	1	7.26887	16.7088	8.58273	16.5523	20.7064
b2370	evgS	2484374	1	-	-	-	-	-
b2371	yfdE	2489168	-1	-	-	-	-	-
b2372	yfdV	2490186	-1	-	-	-	-	-
b2373	oxc	2491950	-1	7.39002	8.30439	5.08606	6.26981	6.66575
b2374	frc	2493254	-1	39.9788	52.1275	26.3839	34.1078	24.5356
b2375	yfdX	2494402	-1	15.1435	16.9089	14.1986	12.5396	17.8699
b2376	ypdI	2494698	1	-	-	-	-	-
b2377	yfdY	2495292	-1	17.0818	19.01	40.9004	20.8158	17.3026
b2378	lpxP	2495645	1	5.93624	6.90365	-	-	-
b4680	ypdK	2496921	1	980.086	660.7489999999999	864.63	459.577	620.056
b2379	alaC	2498295	-1	-	-	-	-	-
b2380	ypdA	2498671	1	7.51116	9.90523	8.79465	8.40155	12.0551
b2381	ypdB	2500383	1	16.2338	20.910999999999998	13.139000000000001	19.4364	17.7281
b2382	ypdC	2501130	1	-	-	-	-	-
b2383	fryA	2504485	-1	-	-	-	7.52378	5.8148
b2384	ypdE	2505547	-1	131.567	157.583	153.429	171.793	199.68900000000002
b2385	ypdF	2506632	-1	7.8746100000000006	13.307	7.099289999999999	10.5333	8.79312
b2386	fryC	2507894	-1	48.0957	54.2286	46.1984	44.8919	42.4055
b2387	fryB	2508242	-1	245.445	304.961	265.853	244.648	276.274
b2388	glk	2509426	-1	66.389	83.8443	73.2181	64.5791	75.4506
b2389	yfeO	2509630	1	27.016	29.8157	19.7085	23.9507	20.7064
b2390	ypeC	2511001	1	81.169	96.4509	122.171	99.3138	90.9095
b2392	mntH	2512706	-1	60.5739	52.2276	46.8341	63.7013	43.5401
b2393	nupC	2513042	1	-	5.3028	-	-	-
b2394	insL1	2514331	1	-	-	-	-	-
b2395	yfeA	2517832	-1	-	-	-	-	-
b2398	yfeC	2518467	1	-	-	-	-	-
b2399	yfeD	2518813	1	-	-	-	-	-
b2400	gltX	2520672	-1	9.449530000000001	9.80518	6.569489999999999	12.665	11.2041
b2405	xapR	2522477	-1	-	-	-	-	-
b2406	xapB	2523985	-1	16.7184	23.2123	17.6953	24.3269	28.3649
b2407	xapA	2524878	-1	12.2359	11.9063	5.29798	8.15076	5.8148
b2408	yfeN	2525127	1	5.20936	9.20486	5.192019999999999	8.025360000000001	5.53115
b2409	yfeR	2526856	-1	6.05739	8.60454	-	-	-
b2410	yfeH	2526946	1	-	-	-	-	-
b4546	ypeB	2528159	-1	-	-	9.11252	8.77774	6.66575
b2411	ligA	2530176	-1	-	-	-	-	5.38933
b2412	zipA	2531233	-1	80.321	84.9449	100.76799999999999	69.9711	68.5012
b2413	cysZ	2531463	1	-	9.20486	8.58273	7.39838	7.23305
b2414	cysK	2532409	1	231.15	256.836	197.297	212.672	219.40200000000002
b2415	ptsH	2533764	1	9.086089999999999	19.3102	10.595999999999998	17.4301	22.8337
b2416	ptsI	2534066	1	38.6462	27.8147	29.1389	25.2046	42.1219
b2417	crr	2535834	1	154.70600000000002	114.861	100.874	93.5456	107.645
b2418	pdxK	2537237	-1	24.8353	30.1159	26.3839	22.8221	24.9611
b2419	yfeK	2537342	1	56.576	82.1434	35.8143	54.422	76.0179
b2420	yfeS	2537749	1	15.2646	19.6104	17.5893	19.4364	16.5935
b2421	cysM	2539583	-1	165.73	149.579	127.999	144.20600000000002	150.901
b2422	cysA	2540814	-1	5.08821	5.803059999999999	7.099289999999999	5.26664	-
b2423	cysW	2541679	-1	-	-	-	-	-
b2424	cysU	2542512	-1	-	-	-	-	-
b2425	cysP	2543528	-1	-	-	-	-	-
b2426	ucpA	2544623	-1	342.606	326.873	347.759	259.57	262.801
b2427	murR	2545609	-1	19.5048	21.8115	34.6488	27.838	21.840999999999998
b2428	murQ	2545773	1	11.3879	23.2123	14.4105	29.4681	24.252
b2429	murP	2546673	1	9.81297	9.40497	10.595999999999998	11.5365	7.5167
b2430	yfeW	2548102	1	18.7779	27.7146	15.8939	18.1825	23.2592
b2431	yfeX	2550545	-1	542.5	357.589	443.865	316.751	386.61300000000006
b2432	yfeY	2551216	-1	69.7811	84.1444	52.45	74.6108	81.8327
b2433	yfeZ	2551726	-1	15.6281	13.4071	27.6555	26.4586	21.1318
b2434	ypeA	2552138	-1	13.8109	18.5098	13.2449	21.3174	18.0117
b2435	amiA	2552352	1	-	-	-	-	-
b2436	hemF	2553225	1	-	-	-	-	-
b2437	eutR	2555182	-1	-	-	-	-	-
b2438	eutK	2555728	-1	52.6993	37.6199	54.7811	38.3713	37.158
b2439	eutL	2556400	-1	-	-	-	-	-
b2440	eutC	2557297	-1	23.0181	31.2165	44.7149	29.5935	24.3938
b2441	eutB	2558679	-1	11.8725	19.01	11.4436	19.1856	18.1535
b2442	intZ	2558858	1	5.69395	6.40338	5.5099	5.893619999999999	5.10568
b2443	yffL	2560257	1	13.084000000000001	21.0111	10.7019	15.7999	13.1897
b2444	yffM	2561368	1	-	-	-	-	-
b2445	yffN	2561625	1	-	-	-	-	-
b2446	yffO	2562111	1	6.541980000000001	7.90417	10.384	9.9063	9.218589999999999
b2447	yffP	2562524	1	107.7	109.65799999999999	110.834	90.5361	78.7126
b2448	yffQ	2563592	1	58.6355	69.9369	82.1187	73.3568	72.4723
b2449	yffR	2563980	1	252.593	129.168	200.687	150.852	125.23100000000001
b2450	yffS	2564523	1	140.41	121.664	155.549	95.1758	113.601
b2451	eutA	2566884	-1	10.7822	9.70513	9.11252	13.6682	9.927710000000001
b2452	eutH	2568107	-1	178.208	220.31599999999997	241.8	316.249	290.598
b2453	eutG	2569511	-1	12.1148	9.20486	20.7681	11.4111	11.0623
b2454	eutJ	2570337	-1	591.201	381.702	459.54699999999997	404.027	436.25199999999995
b2455	eutE	2571751	-1	133.626	99.8527	71.5227	61.4442	89.7749
b2456	eutN	2572050	-1	-	-	-	-	-
b2457	eutM	2572450	-1	22.4123	29.2154	24.1588	37.6189	26.2375
b2458	eutD	2573505	-1	41.9171	23.5124	35.4965	16.9285	25.6702
b2459	eutT	2574305	-1	-	-	-	-	-
b2460	eutQ	2575003	-1	61.7854	67.0354	74.0658	63.4505	61.2682
b2461	eutP	2575457	-1	-	-	-	-	-
b2462	eutS	2575805	-1	90.134	80.8427	66.3307	77.9965	86.7966
b2463	maeB	2578377	-1	10.7822	24.0127	11.8675	23.9507	26.2375
b2464	talA	2578666	1	493.67699999999996	261.83799999999997	404.66	232.986	195.43400000000003
b2465	tktB	2579636	1	62.1488	55.3292	84.9796	54.2966	49.6386
b2466	ypfG	2582777	-1	-	-	-	-	-
b2467	nudK	2583478	-1	-	-	-	-	-
b2468	aegA	2585525	-1	5.20936	9.004760000000001	6.78141	8.15076	6.3821
b2469	narQ	2585731	1	275.732	164.287	214.78	115.992	130.33700000000002
b2470	acrD	2587595	1	-	-	-	-	-
b4606	ypfM	2590866	-1	233.93599999999998	195.203	267.336	251.921	267.197
b2471	yffB	2591247	1	175.18	111.259	107.54899999999999	82.0091	90.2003
b2472	dapE	2591607	1	-	6.00317	10.2781	5.517440000000001	8.08399
b4547	ypfN	2592762	1	25.5622	28.0148	43.6554	34.6094	27.2303
b2473	ypfH	2593770	-1	113.87899999999999	79.9422	84.6617	70.5981	79.2799
b2474	tmcA	2595859	-1	-	-	-	-	-
b2475	ypfJ	2596737	-1	32.8311	27.2144	25.5363	20.9412	25.9539
b2476	purC	2597618	-1	208.011	216.014	219.548	187.342	182.386
b2477	bamC	2598865	-1	51.1244	58.2308	40.9004	60.6918	69.3522
b2478	dapA	2599760	-1	30.8927	33.7178	31.1521	31.976	28.9322
b2479	gcvR	2599906	1	-	-	-	-	-
b2480	bcp	2600478	1	167.18400000000003	114.661	133.827	89.5329	81.5491
b2481	hyfA	2601201	1	404.51300000000003	371.996	548.341	465.722	463.199
b2482	hyfB	2601818	1	-	-	-	-	-
b2483	hyfC	2603847	1	16.9607	20.6109	22.1456	19.6872	12.1969
b2484	hyfD	2604811	1	38.8884	58.631	52.9798	55.9267	52.0496
b2485	hyfE	2606262	1	-	5.803059999999999	8.15889	6.896789999999999	8.50947
b2486	hyfF	2606917	1	-	-	-	-	-
b2487	hyfG	2608487	1	-	-	5.5099	5.26664	5.2475
b2488	hyfH	2610164	1	24.4719	47.1249	41.2183	65.2061	60.8427
b2489	hyfI	2610706	1	24.8353	22.0116	15.2582	21.191999999999997	27.6558
b2490	hyfJ	2611457	1	-	-	-	-	-
b2491	hyfR	2611900	1	176.27	145.377	215.52200000000002	152.482	179.833
b2492	focB	2613934	1	-	-	-	6.26981	-
b2493	yfgO	2615881	-1	7.26887	12.8068	14.0926	12.038	13.1897
b2494	bepA	2616094	1	136.17	131.67	131.496	131.29	137.71200000000002
b2495	yfgD	2617578	1	162.096	188.7	143.787	164.52	182.812
b2496	hda	2618776	-1	-	-	-	-	-
b2497	uraA	2620160	-1	94.1319	79.0417	100.979	84.8933	87.9312
b2498	upp	2620872	-1	14.4166	15.8083	22.4634	17.6809	20.4227
b2499	purM	2621197	1	-	-	-	-	-
b2500	purN	2622234	1	113.031	119.56299999999999	133.297	107.84100000000001	94.3133
b2501	ppk	2623044	1	69.1754	54.928999999999995	64.5294	49.9077	49.6386
b2502	ppx	2625115	1	7.8746100000000006	-	5.08606	-	-
b2503	yfgF	2628938	-1	-	-	-	-	-
b2504	yfgG	2629290	1	-	-	-	-	-
b2505	yfgH	2629792	1	53.9108	47.2249	31.1521	25.0793	43.5401
b2506	yfgI	2630326	1	126.35700000000001	96.2508	118.675	99.06299999999999	99.2771
b2507	guaA	2632535	-1	17.4453	17.3091	13.9867	10.9095	11.7714
b2508	guaB	2634070	-1	-	-	-	-	-
b2509	xseA	2634232	1	-	-	-	-	-
b2510	yfgJ	2635814	-1	16.4761	16.7088	21.9336	15.0476	21.5573
b2511	der	2637356	-1	90.2551	86.1455	75.1254	78.2473	58.148
b2512	bamB	2638652	-1	15.1435	14.7078	9.53636	14.4206	14.6079
b2513	yfgM	2639283	-1	130.476	111.059	160.529	150.726	119.133
b2514	hisS	2640575	-1	60.6951	65.0343	41.854	42.1331	41.8382
b2515	ispG	2641804	-1	109.881	96.3509	95.9994	72.1028	68.7849
b2516	rodZ	2642844	-1	11.9936	8.00423	-	7.52378	6.5239199999999995
b2517	rlmN	2644283	-1	-	7.0037	-	-	-
b2518	ndk	2644864	-1	691.9960000000001	710.875	551.626	449.16900000000004	672.39
b2519	pbpC	2647325	-1	-	-	-	-	-
b2520	yfhM	2652287	-1	109.881	107.757	127.046	115.365	140.832
b2521	sseA	2652494	1	122.965	101.053	135.946	93.671	107.361
b2522	sseB	2654933	-1	-	-	-	-	-
b2523	pepB	2656358	-1	102.37	116.26100000000001	141.668	106.587	100.554
b2524	iscX	2656736	-1	5.8151	-	8.37081	-	5.38933
b2525	fdx	2657083	-1	-	7.30386	5.29798	7.2729800000000004	6.66575
b2526	hscA	2658935	-1	10.4187	8.7046	5.40394	10.1571	10.3532
b2527	hscB	2659467	-1	-	-	-	-	-
b2528	iscA	2659886	-1	41.3114	30.6162	30.4104	34.484	33.896
b2529	iscU	2660289	-1	43.1286	52.8279	17.5893	27.0856	45.6675
b2530	iscS	2661531	-1	58.151	142.875	88.1584	169.285	126.22399999999999
b2531	iscR	2662131	-1	11.1456	18.0095	-	9.02853	13.1897
b2532	trmJ	2663323	-1	15.0223	16.0085	11.0198	14.2952	13.0478
b2533	suhB	2663442	1	93.7684	92.0486	88.6882	89.9091	100.12799999999999
b2534	yfhR	2664390	1	-	-	-	-	-
b2535	csiE	2665435	1	20.474	17.3091	15.2582	20.1888	20.2809
b2536	hcaT	2667846	-1	5.8151	-	9.854239999999999	7.147589999999999	5.8148
b2537	hcaR	2668896	-1	21.2009	14.4076	14.8343	16.0507	18.0117
b4706	iroK	2668071	-1	-	-	-	-	-
b2538	hcaE	2669032	1	12.5994	13.0069	10.9138	11.7872	11.7714
b2539	hcaF	2670390	1	7.8746100000000006	7.90417	5.827780000000001	5.39204	8.22582
b2540	hcaC	2670908	1	163.671	140.174	152.79399999999998	101.195	119.98299999999999
b2541	hcaB	2671225	1	-	-	-	-	5.9566300000000005
b2542	hcaD	2672047	1	32.5888	42.4224	54.5692	59.187	52.475
b2543	yphA	2673346	1	235.875	366.093	340.978	407.789	424.055
b2544	yphB	2674688	-1	161.85299999999998	150.179	157.668	124.26799999999999	150.901
b2545	yphC	2675761	-1	87.2264	65.4346	105.21799999999999	75.3631	94.4551
b2546	yphD	2676825	-1	12.2359	12.1064	13.9867	13.4174	10.3532
b2547	yphE	2678361	-1	-	-	-	-	-
b2548	yphF	2679367	-1	-	-	-	-	-
b2549	yphG	2682745	-1	-	5.50291	-	-	-
b2550	yphH	2682863	1	-	-	-	-	-
b2551	glyA	2685507	-1	64.2083	67.0354	52.556000000000004	91.7901	92.6114
b2552	hmp	2685835	1	39.373000000000005	24.5129	28.5031	16.5523	19.1463
b2553	glnB	2687408	-1	23.6238	42.5225	42.4898	50.1585	53.8933
b2554	glrR	2688803	-1	-	-	-	-	-
b2555	yfhG	2689506	-1	-	-	-	-	-
b2556	glrK	2691098	-1	-	-	-	-	-
b2557	purL	2695543	-1	265.435	192.80200000000002	246.144	154.237	167.778
b2558	mltF	2695801	1	-	-	-	-	-
b2559	tadA	2697857	-1	-	-	-	-	-
b2560	pgpC	2698550	-1	8.72264	9.50502	7.52313	12.4142	10.2114
b2561	yfhH	2698759	1	36.2232	38.8205	34.119	42.3839	36.5907
b2562	yfhL	2699663	1	-	-	-	-	-
b4687	shoB	2700197	-1	-	-	-	-	-
b2563	acpS	2700998	-1	-	-	-	-	-
b2564	pdxJ	2701729	-1	84.3189	79.2418	71.0989	77.9965	77.2943
b2565	recO	2702469	-1	-	-	-	-	-
b2566	era	2703386	-1	7.8746100000000006	7.0037	6.3575800000000005	-	6.5239199999999995
b2567	rnc	2704063	-1	-	-	-	-	-
